distid,createdts,sn,wc_interface,wc_current_ch,wc_enable
DEV_003_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_003,23,16,14
DEV_003_2024-11-03 06:00:00,2024-11-03 06:00:00,DEV_003,74,71,52
DEV_003_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_003,37,29,67
DEV_003_2024-11-03 10:00:00,2024-11-03 10:00:00,DEV_003,15,47,46
DEV_003_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_003,52,19,77
DEV_003_2024-11-03 14:00:00,2024-11-03 14:00:00,DEV_003,21,64,37
DEV_003_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_003,27,55,29
DEV_003_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_003,20,25,70
DEV_003_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_003,63,36,2
DEV_003_2024-11-03 22:00:00,2024-11-03 22:00:00,DEV_003,22,96,16
DEV_003_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_003,18,69,54
DEV_003_2024-11-04 02:00:00,2024-11-04 02:00:00,DEV_003,30,45,19
DEV_003_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_003,87,34,13
DEV_003_2024-11-04 06:00:00,2024-11-04 06:00:00,DEV_003,43,62,93
DEV_003_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_003,22,52,52
DEV_003_2024-11-04 10:00:00,2024-11-04 10:00:00,DEV_003,36,73,19
DEV_003_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_003,38,70,79
DEV_003_2024-11-04 14:00:00,2024-11-04 14:00:00,DEV_003,57,20,9
DEV_003_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_003,32,4,50
DEV_003_2024-11-04 18:00:00,2024-11-04 18:00:00,DEV_003,82,5,20
DEV_003_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_003,87,75,37
DEV_003_2024-11-04 22:00:00,2024-11-04 22:00:00,DEV_003,22,58,68
DEV_003_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_003,93,44,34
DEV_003_2024-11-05 02:00:00,2024-11-05 02:00:00,DEV_003,77,42,9
DEV_003_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_003,95,7,68
DEV_003_2024-11-05 06:00:00,2024-11-05 06:00:00,DEV_003,19,94,31
DEV_003_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_003,35,57,85
DEV_003_2024-11-05 10:00:00,2024-11-05 10:00:00,DEV_003,61,31,83
DEV_003_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_003,95,53,32
DEV_003_2024-11-05 14:00:00,2024-11-05 14:00:00,DEV_003,66,59,10
DEV_003_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_003,2,66,60
DEV_003_2024-11-05 18:00:00,2024-11-05 18:00:00,DEV_003,88,17,96
DEV_003_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_003,16,16,46
DEV_003_2024-11-05 22:00:00,2024-11-05 22:00:00,DEV_003,39,31,88
DEV_003_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_003,1,11,85
DEV_003_2024-11-06 02:00:00,2024-11-06 02:00:00,DEV_003,4,71,26
DEV_003_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_003,50,12,95
DEV_003_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_003,81,97,75
DEV_003_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_003,92,96,65
DEV_003_2024-11-06 10:00:00,2024-11-06 10:00:00,DEV_003,47,92,53
DEV_003_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_003,71,2,24
DEV_003_2024-11-06 14:00:00,2024-11-06 14:00:00,DEV_003,4,19,26
DEV_003_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_003,75,40,50
DEV_003_2024-11-06 18:00:00,2024-11-06 18:00:00,DEV_003,43,75,67
DEV_003_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_003,12,67,27
DEV_003_2024-11-06 22:00:00,2024-11-06 22:00:00,DEV_003,54,66,49
DEV_003_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_003,16,2,60
DEV_003_2024-11-07 02:00:00,2024-11-07 02:00:00,DEV_003,54,30,84
DEV_003_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_003,38,28,25
DEV_003_2024-11-07 06:00:00,2024-11-07 06:00:00,DEV_003,96,10,60
DEV_003_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_003,42,40,97
DEV_003_2024-11-07 10:00:00,2024-11-07 10:00:00,DEV_003,77,42,47
DEV_003_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_003,37,80,22
DEV_003_2024-11-07 14:00:00,2024-11-07 14:00:00,DEV_003,57,84,27
DEV_003_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_003,41,80,34
DEV_003_2024-11-07 18:00:00,2024-11-07 18:00:00,DEV_003,32,90,89
DEV_003_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_003,66,12,40
DEV_003_2024-11-07 22:00:00,2024-11-07 22:00:00,DEV_003,73,76,90
DEV_003_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_003,73,10,96
DEV_003_2024-11-08 02:00:00,2024-11-08 02:00:00,DEV_003,98,48,20
DEV_003_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_003,39,60,66
DEV_003_2024-11-08 06:00:00,2024-11-08 06:00:00,DEV_003,65,51,36
DEV_003_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_003,24,27,2
DEV_003_2024-11-08 10:00:00,2024-11-08 10:00:00,DEV_003,31,57,78
DEV_003_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_003,66,29,15
DEV_003_2024-11-08 14:00:00,2024-11-08 14:00:00,DEV_003,12,28,84
DEV_003_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_003,24,21,10
DEV_003_2024-11-08 18:00:00,2024-11-08 18:00:00,DEV_003,78,18,88
DEV_003_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_003,14,34,58
DEV_003_2024-11-08 22:00:00,2024-11-08 22:00:00,DEV_003,76,22,70
DEV_003_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_003,36,45,36
DEV_003_2024-11-09 02:00:00,2024-11-09 02:00:00,DEV_003,22,78,80
DEV_003_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_003,61,56,89
DEV_003_2024-11-09 06:00:00,2024-11-09 06:00:00,DEV_003,96,33,45
DEV_003_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_003,36,20,18
DEV_003_2024-11-09 10:00:00,2024-11-09 10:00:00,DEV_003,38,67,23
DEV_003_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_003,96,16,59
DEV_003_2024-11-09 14:00:00,2024-11-09 14:00:00,DEV_003,69,68,21
DEV_003_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_003,78,95,78
DEV_003_2024-11-09 18:00:00,2024-11-09 18:00:00,DEV_003,70,12,16
DEV_003_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_003,81,87,14
DEV_003_2024-11-09 22:00:00,2024-11-09 22:00:00,DEV_003,61,71,46
DEV_003_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_003,32,15,44
DEV_003_2024-11-10 02:00:00,2024-11-10 02:00:00,DEV_003,17,41,54
DEV_003_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_003,44,98,5
DEV_003_2024-11-10 06:00:00,2024-11-10 06:00:00,DEV_003,27,87,78
DEV_003_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_003,79,43,97
DEV_003_2024-11-10 10:00:00,2024-11-10 10:00:00,DEV_003,31,99,17
DEV_003_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_003,92,83,54
DEV_003_2024-11-10 14:00:00,2024-11-10 14:00:00,DEV_003,62,87,32
DEV_003_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_003,40,13,84
DEV_003_2024-11-10 18:00:00,2024-11-10 18:00:00,DEV_003,35,5,73
DEV_003_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_003,29,70,25
DEV_003_2024-11-10 22:00:00,2024-11-10 22:00:00,DEV_003,95,22,66
DEV_003_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_003,45,69,91
DEV_003_2024-11-11 02:00:00,2024-11-11 02:00:00,DEV_003,89,72,1
DEV_003_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_003,84,44,87
DEV_003_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_003,96,75,39
DEV_003_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_003,54,88,75
DEV_003_2024-11-11 10:00:00,2024-11-11 10:00:00,DEV_003,29,54,90
DEV_003_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_003,16,99,20
DEV_003_2024-11-11 14:00:00,2024-11-11 14:00:00,DEV_003,46,67,65
DEV_003_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_003,58,53,1
DEV_003_2024-11-11 18:00:00,2024-11-11 18:00:00,DEV_003,81,66,29
DEV_003_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_003,84,70,8
DEV_003_2024-11-11 22:00:00,2024-11-11 22:00:00,DEV_003,29,51,33
DEV_003_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_003,3,60,35
DEV_003_2024-11-12 02:00:00,2024-11-12 02:00:00,DEV_003,69,91,76
DEV_003_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_003,84,20,73
DEV_003_2024-11-12 06:00:00,2024-11-12 06:00:00,DEV_003,39,4,19
DEV_003_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_003,91,45,43
DEV_003_2024-11-12 10:00:00,2024-11-12 10:00:00,DEV_003,13,13,60
DEV_003_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_003,57,86,92
DEV_003_2024-11-12 14:00:00,2024-11-12 14:00:00,DEV_003,52,53,86
DEV_003_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_003,43,83,72
DEV_003_2024-11-12 18:00:00,2024-11-12 18:00:00,DEV_003,72,42,90
DEV_003_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_003,26,23,43
DEV_003_2024-11-12 22:00:00,2024-11-12 22:00:00,DEV_003,77,28,9
DEV_003_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_003,20,56,83
DEV_003_2024-11-13 02:00:00,2024-11-13 02:00:00,DEV_003,39,51,12
DEV_003_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_003,79,95,55
DEV_003_2024-11-13 06:00:00,2024-11-13 06:00:00,DEV_003,78,11,26
DEV_003_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_003,42,27,11
DEV_003_2024-11-13 10:00:00,2024-11-13 10:00:00,DEV_003,38,98,43
DEV_003_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_003,19,64,6
DEV_003_2024-11-13 14:00:00,2024-11-13 14:00:00,DEV_003,46,42,92
DEV_003_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_003,65,99,72
DEV_003_2024-11-13 18:00:00,2024-11-13 18:00:00,DEV_003,59,52,47
DEV_003_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_003,7,11,61
DEV_003_2024-11-13 22:00:00,2024-11-13 22:00:00,DEV_003,68,25,12
DEV_003_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_003,26,12,43
DEV_003_2024-11-14 02:00:00,2024-11-14 02:00:00,DEV_003,51,37,46
DEV_003_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_003,53,88,80
DEV_003_2024-11-14 06:00:00,2024-11-14 06:00:00,DEV_003,13,89,54
DEV_003_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_003,57,4,75
DEV_003_2024-11-14 10:00:00,2024-11-14 10:00:00,DEV_003,96,49,7
DEV_003_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_003,11,92,54
DEV_003_2024-11-14 14:00:00,2024-11-14 14:00:00,DEV_003,87,45,23
DEV_003_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_003,28,57,26
DEV_003_2024-11-14 18:00:00,2024-11-14 18:00:00,DEV_003,25,54,29
DEV_003_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_003,83,97,36
DEV_003_2024-11-14 22:00:00,2024-11-14 22:00:00,DEV_003,14,78,35
DEV_003_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_003,30,92,17
DEV_003_2024-11-15 02:00:00,2024-11-15 02:00:00,DEV_003,67,80,30
DEV_003_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_003,93,45,79
DEV_003_2024-11-15 06:00:00,2024-11-15 06:00:00,DEV_003,89,51,47
DEV_003_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_003,53,64,38
DEV_003_2024-11-15 10:00:00,2024-11-15 10:00:00,DEV_003,64,87,89
DEV_003_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_003,7,22,81
DEV_003_2024-11-15 14:00:00,2024-11-15 14:00:00,DEV_003,82,41,74
DEV_003_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_003,10,57,7
DEV_003_2024-11-15 18:00:00,2024-11-15 18:00:00,DEV_003,50,91,52
DEV_003_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_003,33,1,53
DEV_003_2024-11-15 22:00:00,2024-11-15 22:00:00,DEV_003,60,34,4
DEV_003_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_003,17,4,43
DEV_003_2024-11-16 02:00:00,2024-11-16 02:00:00,DEV_003,90,4,1
DEV_003_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_003,71,94,50
DEV_003_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_003,73,61,35
DEV_003_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_003,8,24,83
DEV_003_2024-11-16 10:00:00,2024-11-16 10:00:00,DEV_003,36,50,43
DEV_003_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_003,27,32,78
DEV_003_2024-11-16 14:00:00,2024-11-16 14:00:00,DEV_003,18,28,29
DEV_003_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_003,16,99,47
DEV_003_2024-11-16 18:00:00,2024-11-16 18:00:00,DEV_003,59,31,4
DEV_003_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_003,37,17,39
DEV_003_2024-11-16 22:00:00,2024-11-16 22:00:00,DEV_003,48,46,90
DEV_003_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_003,48,39,4
DEV_003_2024-11-17 02:00:00,2024-11-17 02:00:00,DEV_003,30,30,22
DEV_003_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_003,75,66,12
DEV_003_2024-11-17 06:00:00,2024-11-17 06:00:00,DEV_003,94,36,18
DEV_003_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_003,90,53,71
DEV_003_2024-11-17 10:00:00,2024-11-17 10:00:00,DEV_003,1,58,90
DEV_003_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_003,87,90,6
DEV_003_2024-11-17 14:00:00,2024-11-17 14:00:00,DEV_003,70,44,72
DEV_003_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_003,24,86,19
DEV_003_2024-11-17 18:00:00,2024-11-17 18:00:00,DEV_003,18,95,30
DEV_003_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_003,42,33,74
DEV_003_2024-11-17 22:00:00,2024-11-17 22:00:00,DEV_003,12,94,27
DEV_003_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_003,39,9,21
DEV_003_2024-11-18 02:00:00,2024-11-18 02:00:00,DEV_003,76,29,33
DEV_003_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_003,62,15,2
DEV_003_2024-11-18 06:00:00,2024-11-18 06:00:00,DEV_003,52,44,54
DEV_003_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_003,18,3,7
DEV_003_2024-11-18 10:00:00,2024-11-18 10:00:00,DEV_003,43,82,38
DEV_003_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_003,37,58,33
DEV_003_2024-11-18 14:00:00,2024-11-18 14:00:00,DEV_003,59,95,11
DEV_003_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_003,68,82,68
DEV_003_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_003,98,93,88
DEV_003_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_003,22,66,44
DEV_003_2024-11-18 22:00:00,2024-11-18 22:00:00,DEV_003,6,42,25
DEV_003_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_003,57,85,55
DEV_003_2024-11-19 02:00:00,2024-11-19 02:00:00,DEV_003,16,95,14
DEV_003_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_003,39,28,96
DEV_003_2024-11-19 06:00:00,2024-11-19 06:00:00,DEV_003,92,51,49
DEV_003_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_003,9,58,45
DEV_003_2024-11-19 10:00:00,2024-11-19 10:00:00,DEV_003,22,32,69
DEV_003_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_003,87,69,42
DEV_003_2024-11-19 14:00:00,2024-11-19 14:00:00,DEV_003,53,96,59
DEV_003_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_003,74,39,15
DEV_003_2024-11-19 18:00:00,2024-11-19 18:00:00,DEV_003,71,29,3
DEV_003_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_003,83,10,92
DEV_003_2024-11-19 22:00:00,2024-11-19 22:00:00,DEV_003,29,79,35
DEV_003_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_003,6,12,38
DEV_003_2024-11-20 02:00:00,2024-11-20 02:00:00,DEV_003,77,93,19
DEV_003_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_003,67,8,8
DEV_003_2024-11-20 06:00:00,2024-11-20 06:00:00,DEV_003,84,47,4
DEV_003_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_003,51,85,67
DEV_003_2024-11-20 10:00:00,2024-11-20 10:00:00,DEV_003,45,8,87
DEV_003_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_003,16,77,67
DEV_003_2024-11-20 14:00:00,2024-11-20 14:00:00,DEV_003,9,60,78
DEV_003_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_003,77,71,15
DEV_003_2024-11-20 18:00:00,2024-11-20 18:00:00,DEV_003,71,98,41
DEV_003_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_003,22,24,44
DEV_003_2024-11-20 22:00:00,2024-11-20 22:00:00,DEV_003,1,10,80
DEV_003_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_003,72,56,89
DEV_003_2024-11-21 02:00:00,2024-11-21 02:00:00,DEV_003,50,12,89
DEV_003_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_003,81,60,26
DEV_003_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_003,78,41,36
DEV_003_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_003,23,43,6
DEV_003_2024-11-21 10:00:00,2024-11-21 10:00:00,DEV_003,69,43,25
DEV_003_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_003,18,62,13
DEV_003_2024-11-21 14:00:00,2024-11-21 14:00:00,DEV_003,43,78,28
DEV_003_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_003,18,59,60
DEV_003_2024-11-21 18:00:00,2024-11-21 18:00:00,DEV_003,63,57,92
DEV_003_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_003,51,56,27
DEV_003_2024-11-21 22:00:00,2024-11-21 22:00:00,DEV_003,32,9,96
DEV_003_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_003,84,92,97
DEV_003_2024-11-22 02:00:00,2024-11-22 02:00:00,DEV_003,68,46,98
DEV_003_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_003,67,26,8
DEV_003_2024-11-22 06:00:00,2024-11-22 06:00:00,DEV_003,6,80,24
DEV_003_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_003,48,94,45
DEV_003_2024-11-22 10:00:00,2024-11-22 10:00:00,DEV_003,13,69,25
DEV_003_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_003,20,82,82
DEV_003_2024-11-22 14:00:00,2024-11-22 14:00:00,DEV_003,66,74,45
DEV_003_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_003,47,63,76
DEV_003_2024-11-22 18:00:00,2024-11-22 18:00:00,DEV_003,77,55,75
DEV_003_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_003,19,35,53
DEV_003_2024-11-22 22:00:00,2024-11-22 22:00:00,DEV_003,26,14,45
DEV_003_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_003,44,88,65
DEV_003_2024-11-23 02:00:00,2024-11-23 02:00:00,DEV_003,51,43,86
DEV_003_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_003,23,56,19
DEV_003_2024-11-23 06:00:00,2024-11-23 06:00:00,DEV_003,82,76,55
DEV_003_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_003,92,92,60
DEV_003_2024-11-23 10:00:00,2024-11-23 10:00:00,DEV_003,59,33,19
DEV_003_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_003,28,52,49
DEV_003_2024-11-23 14:00:00,2024-11-23 14:00:00,DEV_003,37,26,99
DEV_003_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_003,98,99,40
DEV_003_2024-11-23 18:00:00,2024-11-23 18:00:00,DEV_003,80,38,77
DEV_003_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_003,87,54,22
DEV_003_2024-11-23 22:00:00,2024-11-23 22:00:00,DEV_003,16,28,35
DEV_003_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_003,60,45,46
DEV_003_2024-11-24 02:00:00,2024-11-24 02:00:00,DEV_003,72,55,86
DEV_003_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_003,85,26,85
DEV_003_2024-11-24 06:00:00,2024-11-24 06:00:00,DEV_003,25,65,6
DEV_003_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_003,23,64,87
DEV_003_2024-11-24 10:00:00,2024-11-24 10:00:00,DEV_003,43,23,96
DEV_003_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_003,30,77,18
DEV_003_2024-11-24 14:00:00,2024-11-24 14:00:00,DEV_003,87,79,97
DEV_003_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_003,21,57,23
DEV_003_2024-11-24 18:00:00,2024-11-24 18:00:00,DEV_003,91,45,44
DEV_003_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_003,82,88,47
DEV_003_2024-11-24 22:00:00,2024-11-24 22:00:00,DEV_003,40,51,42
DEV_003_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_003,7,50,48
DEV_003_2024-11-25 02:00:00,2024-11-25 02:00:00,DEV_003,84,91,6
DEV_003_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_003,91,9,57
DEV_003_2024-11-25 06:00:00,2024-11-25 06:00:00,DEV_003,31,21,90
DEV_003_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_003,40,45,77
DEV_003_2024-11-25 10:00:00,2024-11-25 10:00:00,DEV_003,49,87,20
DEV_003_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_003,92,17,28
DEV_003_2024-11-25 14:00:00,2024-11-25 14:00:00,DEV_003,41,66,25
DEV_003_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_003,58,41,6
DEV_003_2024-11-25 18:00:00,2024-11-25 18:00:00,DEV_003,75,38,6
DEV_003_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_003,45,75,14
DEV_003_2024-11-25 22:00:00,2024-11-25 22:00:00,DEV_003,66,40,3
DEV_003_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_003,99,97,24
DEV_003_2024-11-26 02:00:00,2024-11-26 02:00:00,DEV_003,19,18,64
DEV_003_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_003,88,35,62
DEV_003_2024-11-26 06:00:00,2024-11-26 06:00:00,DEV_003,1,25,45
DEV_003_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_003,49,98,89
DEV_003_2024-11-26 10:00:00,2024-11-26 10:00:00,DEV_003,16,98,93
DEV_003_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_003,19,23,83
DEV_003_2024-11-26 14:00:00,2024-11-26 14:00:00,DEV_003,25,16,54
DEV_003_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_003,73,1,42
DEV_003_2024-11-26 18:00:00,2024-11-26 18:00:00,DEV_003,19,97,34
DEV_003_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_003,80,55,18
DEV_003_2024-11-26 22:00:00,2024-11-26 22:00:00,DEV_003,34,89,45
DEV_003_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_003,6,21,70
DEV_003_2024-11-27 02:00:00,2024-11-27 02:00:00,DEV_003,96,48,39
DEV_003_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_003,31,10,30
DEV_003_2024-11-27 06:00:00,2024-11-27 06:00:00,DEV_003,18,60,88
DEV_003_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_003,73,95,15
DEV_003_2024-11-27 10:00:00,2024-11-27 10:00:00,DEV_003,4,63,40
DEV_003_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_003,9,9,26
DEV_003_2024-11-27 14:00:00,2024-11-27 14:00:00,DEV_003,4,81,16
DEV_003_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_003,15,99,52
DEV_003_2024-11-27 18:00:00,2024-11-27 18:00:00,DEV_003,69,5,20
DEV_003_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_003,79,18,2
DEV_003_2024-11-27 22:00:00,2024-11-27 22:00:00,DEV_003,93,13,4
DEV_003_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_003,42,74,61
DEV_003_2024-11-28 02:00:00,2024-11-28 02:00:00,DEV_003,95,8,67
DEV_003_2024-11-28 04:00:00,2024-11-28 04:00:00,DEV_003,63,9,94
DEV_003_2024-11-28 06:00:00,2024-11-28 06:00:00,DEV_003,11,99,42
DEV_003_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_003,13,36,13
DEV_003_2024-11-28 10:00:00,2024-11-28 10:00:00,DEV_003,12,37,74
DEV_003_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_003,73,52,71
DEV_003_2024-11-28 14:00:00,2024-11-28 14:00:00,DEV_003,2,56,60
DEV_003_2024-11-28 16:00:00,2024-11-28 16:00:00,DEV_003,23,40,64
DEV_003_2024-11-28 18:00:00,2024-11-28 18:00:00,DEV_003,85,23,29
DEV_003_2024-11-28 20:00:00,2024-11-28 20:00:00,DEV_003,78,90,51
DEV_003_2024-11-28 22:00:00,2024-11-28 22:00:00,DEV_003,69,95,89
DEV_003_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_003,31,50,20
DEV_003_2024-11-29 02:00:00,2024-11-29 02:00:00,DEV_003,55,81,2
DEV_003_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_003,25,13,92
DEV_003_2024-11-29 06:00:00,2024-11-29 06:00:00,DEV_003,70,67,58
DEV_003_2024-11-29 08:00:00,2024-11-29 08:00:00,DEV_003,99,82,75
DEV_003_2024-11-29 10:00:00,2024-11-29 10:00:00,DEV_003,84,64,69
DEV_003_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_003,83,86,59
