distid,createdts,sn,stations_bs,stations_br,stations_mode,stations_signal_strength,stations_tx_link_rate,stations_max_tx_phy_rate,stations_link_rate,stations_max_rx_phy_rate,stations_airtime_utilization,stations_station_name,connect_type,stations_parent_id
DEV_003_2024-09-13 18:00:00,2024-09-13 18:00:00,DEV_003,32,52,11,26,31,20,84,97,69,Station_9,2.4G,PARENT_2
DEV_003_2024-09-13 19:00:00,2024-09-13 19:00:00,DEV_003,60,98,95,7,94,54,63,82,80,Station_1,5G_iptv,PARENT_6
DEV_003_2024-09-13 20:00:00,2024-09-13 20:00:00,DEV_003,21,32,5,93,35,47,12,37,44,Station_6,6G,PARENT_7
DEV_003_2024-09-13 21:00:00,2024-09-13 21:00:00,DEV_003,55,10,42,88,80,76,55,50,32,Station_8,2.4G_guest,PARENT_1
DEV_003_2024-09-13 22:00:00,2024-09-13 22:00:00,DEV_003,18,81,85,65,25,31,84,90,19,Station_9,2.4G_guest,PARENT_1
DEV_003_2024-09-13 23:00:00,2024-09-13 23:00:00,DEV_003,18,68,91,33,70,7,1,99,87,Station_2,Ether,PARENT_4
DEV_003_2024-09-14 00:00:00,2024-09-14 00:00:00,DEV_003,11,8,88,87,96,53,15,28,84,Station_2,5G_H_guest,PARENT_4
DEV_003_2024-09-14 01:00:00,2024-09-14 01:00:00,DEV_003,37,2,34,34,58,98,73,61,54,Station_4,Ether,PARENT_3
DEV_003_2024-09-14 02:00:00,2024-09-14 02:00:00,DEV_003,30,83,95,80,59,58,24,15,22,Station_8,2.4G,PARENT_7
DEV_003_2024-09-14 03:00:00,2024-09-14 03:00:00,DEV_003,5,41,57,53,38,1,60,94,76,Station_4,MoCA,PARENT_4
DEV_003_2024-09-14 04:00:00,2024-09-14 04:00:00,DEV_003,12,1,77,30,74,6,73,50,2,Station_6,6G,PARENT_6
DEV_003_2024-09-14 05:00:00,2024-09-14 05:00:00,DEV_003,76,83,18,19,28,12,96,52,77,Station_4,5G_iptv,PARENT_4
DEV_003_2024-09-14 06:00:00,2024-09-14 06:00:00,DEV_003,58,94,22,45,62,42,67,9,64,Station_5,5G_H_iptv,PARENT_9
DEV_003_2024-09-14 07:00:00,2024-09-14 07:00:00,DEV_003,22,54,58,79,53,99,19,34,82,Station_6,5G_H,PARENT_8
DEV_003_2024-09-14 08:00:00,2024-09-14 08:00:00,DEV_003,72,42,66,63,42,91,34,29,26,Station_7,2.4G_guest,PARENT_6
DEV_003_2024-09-14 09:00:00,2024-09-14 09:00:00,DEV_003,9,85,42,67,7,23,32,23,16,Station_5,6G_iptv,PARENT_8
DEV_003_2024-09-14 10:00:00,2024-09-14 10:00:00,DEV_003,59,2,80,52,1,70,54,19,97,Station_5,6G_guest,PARENT_1
DEV_003_2024-09-14 11:00:00,2024-09-14 11:00:00,DEV_003,19,42,25,35,9,96,39,56,38,Station_5,5G_H_iptv,PARENT_8
DEV_003_2024-09-14 12:00:00,2024-09-14 12:00:00,DEV_003,60,62,31,30,66,7,30,33,38,Station_4,2.4G,PARENT_9
DEV_003_2024-09-14 13:00:00,2024-09-14 13:00:00,DEV_003,86,32,30,6,61,81,37,79,71,Station_4,6G_guest,PARENT_2
DEV_003_2024-09-14 14:00:00,2024-09-14 14:00:00,DEV_003,63,61,57,22,89,88,95,49,18,Station_2,6G_iptv,PARENT_2
DEV_003_2024-09-14 15:00:00,2024-09-14 15:00:00,DEV_003,78,68,7,7,65,40,24,32,10,Station_9,5G_iptv,PARENT_3
DEV_003_2024-09-14 16:00:00,2024-09-14 16:00:00,DEV_003,99,69,7,12,23,89,63,17,78,Station_3,MoCA,PARENT_6
DEV_003_2024-09-14 17:00:00,2024-09-14 17:00:00,DEV_003,28,58,87,18,44,64,37,3,14,Station_7,5G_iptv,PARENT_1
DEV_003_2024-09-14 18:00:00,2024-09-14 18:00:00,DEV_003,70,83,79,39,5,79,52,26,39,Station_7,5G_H,PARENT_5
DEV_003_2024-09-14 19:00:00,2024-09-14 19:00:00,DEV_003,4,81,84,46,75,42,97,39,70,Station_7,5G_H,PARENT_6
DEV_003_2024-09-14 20:00:00,2024-09-14 20:00:00,DEV_003,18,2,54,81,88,30,88,4,7,Station_9,6G,PARENT_1
DEV_003_2024-09-14 21:00:00,2024-09-14 21:00:00,DEV_003,44,77,29,90,36,99,48,19,63,Station_2,5G,PARENT_1
DEV_003_2024-09-14 22:00:00,2024-09-14 22:00:00,DEV_003,95,35,86,21,92,17,82,32,23,Station_6,6G_iptv,PARENT_6
DEV_003_2024-09-14 23:00:00,2024-09-14 23:00:00,DEV_003,97,96,81,4,58,31,22,27,85,Station_4,Ether,PARENT_7
DEV_003_2024-09-15 00:00:00,2024-09-15 00:00:00,DEV_003,16,6,80,7,14,3,97,49,36,Station_7,6G_iptv,PARENT_7
DEV_003_2024-09-15 01:00:00,2024-09-15 01:00:00,DEV_003,4,40,41,22,79,4,82,23,4,Station_4,Ether,PARENT_1
DEV_003_2024-09-15 02:00:00,2024-09-15 02:00:00,DEV_003,32,21,38,26,41,49,85,93,41,Station_4,6G_iptv,PARENT_3
DEV_003_2024-09-15 03:00:00,2024-09-15 03:00:00,DEV_003,35,91,65,49,49,14,37,30,14,Station_9,6G_guest,PARENT_3
DEV_003_2024-09-15 04:00:00,2024-09-15 04:00:00,DEV_003,70,39,19,98,92,76,39,10,47,Station_9,5G_iptv,PARENT_8
DEV_003_2024-09-15 05:00:00,2024-09-15 05:00:00,DEV_003,59,90,83,20,45,44,18,48,75,Station_9,6G,PARENT_1
DEV_003_2024-09-15 06:00:00,2024-09-15 06:00:00,DEV_003,32,97,64,7,95,90,71,46,24,Station_5,5G_guest,PARENT_4
DEV_003_2024-09-15 07:00:00,2024-09-15 07:00:00,DEV_003,67,50,59,58,46,70,89,23,12,Station_8,5G_iptv,PARENT_4
DEV_003_2024-09-15 08:00:00,2024-09-15 08:00:00,DEV_003,89,34,94,18,35,48,37,41,6,Station_3,5G_guest,PARENT_9
DEV_003_2024-09-15 09:00:00,2024-09-15 09:00:00,DEV_003,96,91,80,90,39,4,16,52,19,Station_9,MoCA,PARENT_2
DEV_003_2024-09-15 10:00:00,2024-09-15 10:00:00,DEV_003,2,88,55,91,4,84,12,54,92,Station_4,MoCA,PARENT_1
DEV_003_2024-09-15 11:00:00,2024-09-15 11:00:00,DEV_003,18,76,74,24,17,96,56,89,52,Station_7,2.4G_guest,PARENT_3
DEV_003_2024-09-15 12:00:00,2024-09-15 12:00:00,DEV_003,75,97,50,15,31,13,56,19,70,Station_6,6G_guest,PARENT_2
DEV_003_2024-09-15 13:00:00,2024-09-15 13:00:00,DEV_003,33,45,48,63,26,87,1,62,93,Station_8,5G_H_iptv,PARENT_7
DEV_003_2024-09-15 14:00:00,2024-09-15 14:00:00,DEV_003,3,77,84,5,45,12,48,81,14,Station_5,5G_H_iptv,PARENT_4
DEV_003_2024-09-15 15:00:00,2024-09-15 15:00:00,DEV_003,83,44,25,97,42,21,61,66,21,Station_1,2.4G_guest,PARENT_7
DEV_003_2024-09-15 16:00:00,2024-09-15 16:00:00,DEV_003,15,33,61,14,90,47,2,84,90,Station_2,Ether,PARENT_1
DEV_003_2024-09-15 17:00:00,2024-09-15 17:00:00,DEV_003,18,51,4,81,33,23,53,13,71,Station_9,MoCA,PARENT_8
DEV_003_2024-09-15 18:00:00,2024-09-15 18:00:00,DEV_003,42,95,89,40,94,21,83,80,33,Station_6,5G_H_iptv,PARENT_5
DEV_003_2024-09-15 19:00:00,2024-09-15 19:00:00,DEV_003,72,1,77,26,80,39,47,56,58,Station_1,5G_H_guest,PARENT_7
DEV_003_2024-09-15 20:00:00,2024-09-15 20:00:00,DEV_003,71,88,72,45,65,4,61,61,43,Station_9,2.4G,PARENT_6
DEV_003_2024-09-15 21:00:00,2024-09-15 21:00:00,DEV_003,1,19,51,64,63,29,19,43,70,Station_9,5G_iptv,PARENT_7
DEV_003_2024-09-15 22:00:00,2024-09-15 22:00:00,DEV_003,1,61,79,25,4,1,40,21,43,Station_2,MoCA,PARENT_6
DEV_003_2024-09-15 23:00:00,2024-09-15 23:00:00,DEV_003,92,10,52,10,47,9,98,46,68,Station_6,5G_guest,PARENT_4
DEV_003_2024-09-16 00:00:00,2024-09-16 00:00:00,DEV_003,4,75,1,85,59,25,9,25,82,Station_7,5G_H_iptv,PARENT_8
DEV_003_2024-09-16 01:00:00,2024-09-16 01:00:00,DEV_003,49,82,65,61,9,10,11,96,85,Station_4,5G_H,PARENT_3
DEV_003_2024-09-16 02:00:00,2024-09-16 02:00:00,DEV_003,72,35,86,4,93,62,63,95,8,Station_7,6G_guest,PARENT_5
DEV_003_2024-09-16 03:00:00,2024-09-16 03:00:00,DEV_003,61,94,63,61,99,37,4,56,43,Station_5,5G_H_iptv,PARENT_5
DEV_003_2024-09-16 04:00:00,2024-09-16 04:00:00,DEV_003,18,57,95,38,32,97,19,84,48,Station_2,6G_iptv,PARENT_4
DEV_003_2024-09-16 05:00:00,2024-09-16 05:00:00,DEV_003,18,31,15,93,15,65,87,46,75,Station_6,5G_iptv,PARENT_9
DEV_003_2024-09-16 06:00:00,2024-09-16 06:00:00,DEV_003,67,17,26,73,81,64,95,58,95,Station_6,5G_guest,PARENT_3
DEV_003_2024-09-16 07:00:00,2024-09-16 07:00:00,DEV_003,28,96,4,40,75,57,65,47,80,Station_2,6G_iptv,PARENT_1
DEV_003_2024-09-16 08:00:00,2024-09-16 08:00:00,DEV_003,11,36,13,57,84,25,70,37,90,Station_4,6G_iptv,PARENT_2
DEV_003_2024-09-16 09:00:00,2024-09-16 09:00:00,DEV_003,13,72,51,47,33,80,42,31,40,Station_7,2.4G_guest,PARENT_8
DEV_003_2024-09-16 10:00:00,2024-09-16 10:00:00,DEV_003,74,36,95,96,85,80,56,93,48,Station_8,5G,PARENT_5
DEV_003_2024-09-16 11:00:00,2024-09-16 11:00:00,DEV_003,7,52,19,86,46,38,13,90,44,Station_6,5G_iptv,PARENT_4
DEV_003_2024-09-16 12:00:00,2024-09-16 12:00:00,DEV_003,35,3,99,16,45,16,66,81,38,Station_8,5G_guest,PARENT_2
DEV_003_2024-09-16 13:00:00,2024-09-16 13:00:00,DEV_003,87,83,57,56,86,81,66,78,92,Station_8,5G_guest,PARENT_1
DEV_003_2024-09-16 14:00:00,2024-09-16 14:00:00,DEV_003,73,62,14,66,60,21,35,30,81,Station_7,5G_H_guest,PARENT_7
DEV_003_2024-09-16 15:00:00,2024-09-16 15:00:00,DEV_003,99,6,3,36,1,34,65,26,18,Station_4,5G_guest,PARENT_8
DEV_003_2024-09-16 16:00:00,2024-09-16 16:00:00,DEV_003,30,78,74,31,58,55,36,79,30,Station_7,MoCA,PARENT_6
DEV_003_2024-09-16 17:00:00,2024-09-16 17:00:00,DEV_003,1,24,20,72,8,30,18,77,83,Station_9,6G_guest,PARENT_9
DEV_003_2024-09-16 18:00:00,2024-09-16 18:00:00,DEV_003,98,53,95,71,9,26,33,33,52,Station_8,2.4G_guest,PARENT_6
DEV_003_2024-09-16 19:00:00,2024-09-16 19:00:00,DEV_003,68,98,49,6,33,5,83,18,3,Station_2,5G_H_iptv,PARENT_2
DEV_003_2024-09-16 20:00:00,2024-09-16 20:00:00,DEV_003,65,35,51,68,35,72,44,29,36,Station_1,Ether,PARENT_7
DEV_003_2024-09-16 21:00:00,2024-09-16 21:00:00,DEV_003,13,22,57,45,54,2,72,57,85,Station_6,2.4G_guest,PARENT_2
DEV_003_2024-09-16 22:00:00,2024-09-16 22:00:00,DEV_003,44,69,53,62,94,33,76,69,1,Station_3,6G,PARENT_9
DEV_003_2024-09-16 23:00:00,2024-09-16 23:00:00,DEV_003,4,73,67,94,84,10,20,40,67,Station_4,6G_guest,PARENT_3
DEV_003_2024-09-17 00:00:00,2024-09-17 00:00:00,DEV_003,7,54,97,42,38,83,64,57,29,Station_2,6G_guest,PARENT_3
DEV_003_2024-09-17 01:00:00,2024-09-17 01:00:00,DEV_003,73,6,81,2,39,6,14,90,18,Station_6,6G_guest,PARENT_6
DEV_003_2024-09-17 02:00:00,2024-09-17 02:00:00,DEV_003,22,78,13,73,96,10,27,14,9,Station_9,5G_H_iptv,PARENT_9
DEV_003_2024-09-17 03:00:00,2024-09-17 03:00:00,DEV_003,96,35,26,41,67,30,29,84,68,Station_4,5G_iptv,PARENT_5
DEV_003_2024-09-17 04:00:00,2024-09-17 04:00:00,DEV_003,71,6,55,40,70,25,4,89,82,Station_2,5G_H_guest,PARENT_6
DEV_003_2024-09-17 05:00:00,2024-09-17 05:00:00,DEV_003,56,46,56,78,75,27,90,35,16,Station_4,5G_H,PARENT_4
DEV_003_2024-09-17 06:00:00,2024-09-17 06:00:00,DEV_003,15,78,72,24,62,97,80,91,92,Station_9,6G_iptv,PARENT_3
DEV_003_2024-09-17 07:00:00,2024-09-17 07:00:00,DEV_003,22,94,32,80,25,49,23,37,92,Station_3,6G_guest,PARENT_7
DEV_003_2024-09-17 08:00:00,2024-09-17 08:00:00,DEV_003,33,54,39,25,63,89,85,59,31,Station_1,5G_iptv,PARENT_4
DEV_003_2024-09-17 09:00:00,2024-09-17 09:00:00,DEV_003,98,38,71,91,77,93,87,8,85,Station_8,2.4G_guest,PARENT_1
DEV_003_2024-09-17 10:00:00,2024-09-17 10:00:00,DEV_003,8,52,37,20,47,74,51,58,44,Station_2,5G_iptv,PARENT_6
DEV_003_2024-09-17 11:00:00,2024-09-17 11:00:00,DEV_003,34,30,15,8,40,22,5,96,20,Station_7,5G_H,PARENT_6
DEV_003_2024-09-17 12:00:00,2024-09-17 12:00:00,DEV_003,49,52,66,19,90,14,7,57,80,Station_6,5G_H_iptv,PARENT_5
DEV_003_2024-09-17 13:00:00,2024-09-17 13:00:00,DEV_003,76,88,24,15,88,88,26,55,98,Station_2,6G,PARENT_5
DEV_003_2024-09-17 14:00:00,2024-09-17 14:00:00,DEV_003,6,45,25,81,16,55,56,29,64,Station_1,6G_guest,PARENT_4
DEV_003_2024-09-17 15:00:00,2024-09-17 15:00:00,DEV_003,26,85,50,27,35,80,29,7,62,Station_7,Ether,PARENT_5
DEV_003_2024-09-17 16:00:00,2024-09-17 16:00:00,DEV_003,8,72,43,93,52,74,1,38,92,Station_7,MoCA,PARENT_8
DEV_003_2024-09-17 17:00:00,2024-09-17 17:00:00,DEV_003,46,24,35,73,42,67,44,4,96,Station_6,5G_iptv,PARENT_8
DEV_003_2024-09-17 18:00:00,2024-09-17 18:00:00,DEV_003,71,19,91,50,91,18,94,28,29,Station_9,5G_iptv,PARENT_7
DEV_003_2024-09-17 19:00:00,2024-09-17 19:00:00,DEV_003,85,45,7,45,89,26,70,49,84,Station_2,2.4G_guest,PARENT_8
DEV_003_2024-09-17 20:00:00,2024-09-17 20:00:00,DEV_003,18,47,1,33,39,23,14,92,85,Station_5,5G_iptv,PARENT_3
DEV_003_2024-09-17 21:00:00,2024-09-17 21:00:00,DEV_003,37,28,7,52,17,62,37,14,51,Station_7,5G_H_guest,PARENT_4
DEV_003_2024-09-17 22:00:00,2024-09-17 22:00:00,DEV_003,86,49,81,35,53,32,95,89,10,Station_1,Ether,PARENT_8
DEV_003_2024-09-17 23:00:00,2024-09-17 23:00:00,DEV_003,16,16,3,89,18,42,32,50,49,Station_3,5G_H,PARENT_4
DEV_003_2024-09-18 00:00:00,2024-09-18 00:00:00,DEV_003,5,57,84,44,25,70,92,23,88,Station_1,5G_H_guest,PARENT_2
DEV_003_2024-09-18 01:00:00,2024-09-18 01:00:00,DEV_003,67,97,74,27,35,62,18,7,71,Station_6,5G_H_iptv,PARENT_4
DEV_003_2024-09-18 02:00:00,2024-09-18 02:00:00,DEV_003,76,67,55,48,67,89,26,40,71,Station_2,5G_H_iptv,PARENT_3
DEV_003_2024-09-18 03:00:00,2024-09-18 03:00:00,DEV_003,92,11,51,32,72,20,5,41,13,Station_2,6G_guest,PARENT_3
DEV_003_2024-09-18 04:00:00,2024-09-18 04:00:00,DEV_003,15,97,56,43,74,67,46,48,78,Station_5,MoCA,PARENT_1
DEV_003_2024-09-18 05:00:00,2024-09-18 05:00:00,DEV_003,36,23,55,55,54,65,91,51,32,Station_5,6G_guest,PARENT_4
DEV_003_2024-09-18 06:00:00,2024-09-18 06:00:00,DEV_003,91,36,32,57,29,46,87,35,79,Station_4,5G_H_guest,PARENT_1
DEV_003_2024-09-18 07:00:00,2024-09-18 07:00:00,DEV_003,51,31,75,84,95,16,36,39,11,Station_4,5G_H_iptv,PARENT_8
DEV_003_2024-09-18 08:00:00,2024-09-18 08:00:00,DEV_003,90,42,47,6,35,8,71,37,50,Station_5,5G_H_guest,PARENT_5
DEV_003_2024-09-18 09:00:00,2024-09-18 09:00:00,DEV_003,60,51,46,71,12,64,21,5,6,Station_6,2.4G,PARENT_7
DEV_003_2024-09-18 10:00:00,2024-09-18 10:00:00,DEV_003,25,12,65,4,52,65,70,34,91,Station_6,MoCA,PARENT_5
DEV_003_2024-09-18 11:00:00,2024-09-18 11:00:00,DEV_003,58,63,13,45,98,97,55,33,62,Station_7,6G_iptv,PARENT_1
DEV_003_2024-09-18 12:00:00,2024-09-18 12:00:00,DEV_003,73,13,16,54,30,39,97,64,70,Station_2,MoCA,PARENT_1
DEV_003_2024-09-18 13:00:00,2024-09-18 13:00:00,DEV_003,52,35,95,94,38,80,42,81,7,Station_8,5G,PARENT_8
DEV_003_2024-09-18 14:00:00,2024-09-18 14:00:00,DEV_003,61,91,65,66,68,65,93,85,42,Station_3,Ether,PARENT_7
DEV_003_2024-09-18 15:00:00,2024-09-18 15:00:00,DEV_003,66,25,6,8,35,53,19,9,33,Station_8,5G_guest,PARENT_7
DEV_003_2024-09-18 16:00:00,2024-09-18 16:00:00,DEV_003,34,87,46,32,1,7,24,2,18,Station_3,5G_H_iptv,PARENT_4
DEV_003_2024-09-18 17:00:00,2024-09-18 17:00:00,DEV_003,56,92,99,32,77,70,93,10,40,Station_2,2.4G_guest,PARENT_1
DEV_003_2024-09-18 18:00:00,2024-09-18 18:00:00,DEV_003,75,88,97,57,22,48,76,94,32,Station_3,6G_iptv,PARENT_8
DEV_003_2024-09-18 19:00:00,2024-09-18 19:00:00,DEV_003,2,78,55,59,33,96,83,14,68,Station_2,5G_H_iptv,PARENT_1
DEV_003_2024-09-18 20:00:00,2024-09-18 20:00:00,DEV_003,29,75,73,47,57,58,93,85,31,Station_5,5G_guest,PARENT_4
DEV_003_2024-09-18 21:00:00,2024-09-18 21:00:00,DEV_003,82,2,60,86,84,48,48,61,4,Station_4,5G_guest,PARENT_4
DEV_003_2024-09-18 22:00:00,2024-09-18 22:00:00,DEV_003,93,48,95,61,23,61,80,63,19,Station_4,6G_iptv,PARENT_2
DEV_003_2024-09-18 23:00:00,2024-09-18 23:00:00,DEV_003,51,75,1,41,10,3,8,80,36,Station_8,5G_iptv,PARENT_4
DEV_003_2024-09-19 00:00:00,2024-09-19 00:00:00,DEV_003,47,60,8,74,37,63,96,27,95,Station_3,5G_iptv,PARENT_6
DEV_003_2024-09-19 01:00:00,2024-09-19 01:00:00,DEV_003,81,10,85,29,29,20,79,66,97,Station_7,5G_iptv,PARENT_6
DEV_003_2024-09-19 02:00:00,2024-09-19 02:00:00,DEV_003,45,85,41,80,98,91,43,62,3,Station_9,6G_guest,PARENT_2
DEV_003_2024-09-19 03:00:00,2024-09-19 03:00:00,DEV_003,19,90,87,18,46,41,49,52,74,Station_5,5G_guest,PARENT_6
DEV_003_2024-09-19 04:00:00,2024-09-19 04:00:00,DEV_003,47,7,12,52,33,89,92,24,48,Station_2,5G_iptv,PARENT_7
DEV_003_2024-09-19 05:00:00,2024-09-19 05:00:00,DEV_003,72,15,38,28,91,21,27,47,56,Station_9,5G,PARENT_1
DEV_003_2024-09-19 06:00:00,2024-09-19 06:00:00,DEV_003,70,76,28,93,37,67,33,12,12,Station_3,2.4G,PARENT_2
DEV_003_2024-09-19 07:00:00,2024-09-19 07:00:00,DEV_003,86,87,12,19,95,59,13,19,36,Station_6,6G_guest,PARENT_4
DEV_003_2024-09-19 08:00:00,2024-09-19 08:00:00,DEV_003,13,84,6,44,76,80,81,8,33,Station_9,2.4G_guest,PARENT_7
DEV_003_2024-09-19 09:00:00,2024-09-19 09:00:00,DEV_003,76,90,83,13,10,34,95,27,58,Station_3,6G_guest,PARENT_5
DEV_003_2024-09-19 10:00:00,2024-09-19 10:00:00,DEV_003,5,37,71,56,51,56,42,13,34,Station_4,Ether,PARENT_5
DEV_003_2024-09-19 11:00:00,2024-09-19 11:00:00,DEV_003,3,74,99,37,52,6,21,45,5,Station_3,2.4G_guest,PARENT_3
DEV_003_2024-09-19 12:00:00,2024-09-19 12:00:00,DEV_003,32,19,15,74,57,26,70,90,2,Station_1,2.4G,PARENT_3
DEV_003_2024-09-19 13:00:00,2024-09-19 13:00:00,DEV_003,20,94,37,20,60,98,59,81,42,Station_7,5G_H_guest,PARENT_9
DEV_003_2024-09-19 14:00:00,2024-09-19 14:00:00,DEV_003,27,81,46,17,2,15,75,57,41,Station_9,5G_H,PARENT_7
DEV_003_2024-09-19 15:00:00,2024-09-19 15:00:00,DEV_003,67,26,3,46,4,57,96,46,14,Station_3,6G_iptv,PARENT_8
DEV_003_2024-09-19 16:00:00,2024-09-19 16:00:00,DEV_003,56,2,46,31,91,81,35,62,46,Station_8,MoCA,PARENT_3
DEV_003_2024-09-19 17:00:00,2024-09-19 17:00:00,DEV_003,51,88,46,33,64,26,39,58,26,Station_6,5G,PARENT_2
DEV_003_2024-09-19 18:00:00,2024-09-19 18:00:00,DEV_003,75,93,93,67,73,99,57,70,73,Station_8,6G,PARENT_2
DEV_003_2024-09-19 19:00:00,2024-09-19 19:00:00,DEV_003,88,69,10,84,22,12,29,31,6,Station_7,5G,PARENT_1
DEV_003_2024-09-19 20:00:00,2024-09-19 20:00:00,DEV_003,79,13,63,24,94,97,84,19,83,Station_6,5G_H,PARENT_5
DEV_003_2024-09-19 21:00:00,2024-09-19 21:00:00,DEV_003,22,60,22,92,17,95,47,7,17,Station_7,6G_iptv,PARENT_8
DEV_003_2024-09-19 22:00:00,2024-09-19 22:00:00,DEV_003,4,16,80,86,75,59,41,60,75,Station_5,5G_H_iptv,PARENT_6
DEV_003_2024-09-19 23:00:00,2024-09-19 23:00:00,DEV_003,76,40,89,58,61,45,77,48,90,Station_8,5G_H,PARENT_7
DEV_003_2024-09-20 00:00:00,2024-09-20 00:00:00,DEV_003,77,33,52,28,4,92,98,51,10,Station_1,5G_iptv,PARENT_4
DEV_003_2024-09-20 01:00:00,2024-09-20 01:00:00,DEV_003,72,9,18,66,82,40,66,22,80,Station_5,5G_H_iptv,PARENT_9
DEV_003_2024-09-20 02:00:00,2024-09-20 02:00:00,DEV_003,34,48,16,49,98,63,40,56,98,Station_5,6G_guest,PARENT_2
DEV_003_2024-09-20 03:00:00,2024-09-20 03:00:00,DEV_003,32,23,74,72,21,75,12,49,47,Station_3,6G_iptv,PARENT_2
DEV_003_2024-09-20 04:00:00,2024-09-20 04:00:00,DEV_003,62,38,98,26,40,16,19,50,56,Station_6,6G_iptv,PARENT_4
DEV_003_2024-09-20 05:00:00,2024-09-20 05:00:00,DEV_003,85,10,47,87,44,62,7,69,19,Station_1,5G_H,PARENT_7
DEV_003_2024-09-20 06:00:00,2024-09-20 06:00:00,DEV_003,86,53,21,82,91,37,49,25,39,Station_2,5G_guest,PARENT_1
DEV_003_2024-09-20 07:00:00,2024-09-20 07:00:00,DEV_003,2,47,99,23,6,85,90,94,41,Station_5,5G,PARENT_8
DEV_003_2024-09-20 08:00:00,2024-09-20 08:00:00,DEV_003,39,97,10,82,50,75,8,1,72,Station_5,MoCA,PARENT_3
DEV_003_2024-09-20 09:00:00,2024-09-20 09:00:00,DEV_003,27,61,48,23,44,40,11,11,31,Station_7,5G_H,PARENT_3
DEV_003_2024-09-20 10:00:00,2024-09-20 10:00:00,DEV_003,96,40,17,50,99,12,15,39,13,Station_3,5G_H_guest,PARENT_9
DEV_003_2024-09-20 11:00:00,2024-09-20 11:00:00,DEV_003,92,60,56,25,4,52,7,68,87,Station_6,6G_iptv,PARENT_9
DEV_003_2024-09-20 12:00:00,2024-09-20 12:00:00,DEV_003,9,85,3,77,63,82,95,93,2,Station_6,2.4G_guest,PARENT_7
DEV_003_2024-09-20 13:00:00,2024-09-20 13:00:00,DEV_003,10,77,59,1,37,25,94,66,88,Station_5,5G_H,PARENT_1
DEV_003_2024-09-20 14:00:00,2024-09-20 14:00:00,DEV_003,46,71,2,67,4,62,80,27,86,Station_3,MoCA,PARENT_1
DEV_003_2024-09-20 15:00:00,2024-09-20 15:00:00,DEV_003,86,52,71,57,30,72,83,71,65,Station_2,5G_H_guest,PARENT_8
DEV_003_2024-09-20 16:00:00,2024-09-20 16:00:00,DEV_003,95,27,74,98,47,14,2,39,55,Station_6,5G_H_iptv,PARENT_5
DEV_003_2024-09-20 17:00:00,2024-09-20 17:00:00,DEV_003,38,80,12,17,25,64,88,11,18,Station_4,2.4G,PARENT_3
DEV_003_2024-09-20 18:00:00,2024-09-20 18:00:00,DEV_003,70,87,71,9,66,47,50,64,47,Station_3,6G_iptv,PARENT_1
DEV_003_2024-09-20 19:00:00,2024-09-20 19:00:00,DEV_003,30,8,37,85,8,63,11,58,34,Station_7,5G_iptv,PARENT_4
DEV_003_2024-09-20 20:00:00,2024-09-20 20:00:00,DEV_003,96,46,22,71,13,82,42,34,13,Station_2,6G_iptv,PARENT_5
DEV_003_2024-09-20 21:00:00,2024-09-20 21:00:00,DEV_003,95,11,63,51,60,47,4,7,87,Station_6,MoCA,PARENT_6
DEV_003_2024-09-20 22:00:00,2024-09-20 22:00:00,DEV_003,30,29,81,43,85,22,48,48,57,Station_6,6G,PARENT_7
DEV_003_2024-09-20 23:00:00,2024-09-20 23:00:00,DEV_003,63,4,90,81,3,81,40,83,82,Station_5,2.4G,PARENT_3
DEV_003_2024-09-21 00:00:00,2024-09-21 00:00:00,DEV_003,80,15,5,46,24,2,59,36,45,Station_5,5G_guest,PARENT_9
DEV_003_2024-09-21 01:00:00,2024-09-21 01:00:00,DEV_003,85,12,35,22,72,91,27,7,3,Station_4,5G_H,PARENT_8
DEV_003_2024-09-21 02:00:00,2024-09-21 02:00:00,DEV_003,45,77,73,20,84,5,46,69,35,Station_1,5G_H_iptv,PARENT_1
DEV_003_2024-09-21 03:00:00,2024-09-21 03:00:00,DEV_003,76,46,61,43,79,78,91,22,9,Station_5,2.4G,PARENT_4
DEV_003_2024-09-21 04:00:00,2024-09-21 04:00:00,DEV_003,31,13,2,78,7,29,4,4,88,Station_5,2.4G,PARENT_6
DEV_003_2024-09-21 05:00:00,2024-09-21 05:00:00,DEV_003,8,42,17,9,61,84,69,99,41,Station_6,MoCA,PARENT_9
DEV_003_2024-09-21 06:00:00,2024-09-21 06:00:00,DEV_003,43,69,76,80,16,21,33,26,3,Station_7,5G_H_guest,PARENT_6
DEV_003_2024-09-21 07:00:00,2024-09-21 07:00:00,DEV_003,84,47,36,35,43,33,5,4,58,Station_4,5G_H,PARENT_2
DEV_003_2024-09-21 08:00:00,2024-09-21 08:00:00,DEV_003,27,10,62,20,32,48,91,49,82,Station_3,6G_guest,PARENT_1
DEV_003_2024-09-21 09:00:00,2024-09-21 09:00:00,DEV_003,98,26,58,6,50,49,58,46,89,Station_1,5G_H_iptv,PARENT_5
DEV_003_2024-09-21 10:00:00,2024-09-21 10:00:00,DEV_003,96,25,96,63,83,66,35,80,80,Station_1,2.4G,PARENT_2
DEV_003_2024-09-21 11:00:00,2024-09-21 11:00:00,DEV_003,24,95,23,81,97,37,63,56,63,Station_3,5G,PARENT_7
DEV_003_2024-09-21 12:00:00,2024-09-21 12:00:00,DEV_003,83,72,26,51,60,82,78,82,92,Station_1,5G_guest,PARENT_7
