distid,createdts,sn,event_type,event_action
DEV_003_2024-09-09 08:00:00,2024-09-09 08:00:00,DEV_003,73,49
DEV_003_2024-09-09 12:00:00,2024-09-09 12:00:00,DEV_003,41,93
DEV_003_2024-09-09 16:00:00,2024-09-09 16:00:00,DEV_003,34,41
DEV_003_2024-09-09 20:00:00,2024-09-09 20:00:00,DEV_003,63,89
DEV_003_2024-09-10 00:00:00,2024-09-10 00:00:00,DEV_003,26,66
DEV_003_2024-09-10 04:00:00,2024-09-10 04:00:00,DEV_003,70,49
DEV_003_2024-09-10 08:00:00,2024-09-10 08:00:00,DEV_003,35,81
DEV_003_2024-09-10 12:00:00,2024-09-10 12:00:00,DEV_003,35,96
DEV_003_2024-09-10 16:00:00,2024-09-10 16:00:00,DEV_003,70,52
DEV_003_2024-09-10 20:00:00,2024-09-10 20:00:00,DEV_003,76,25
DEV_003_2024-09-11 00:00:00,2024-09-11 00:00:00,DEV_003,32,13
DEV_003_2024-09-11 04:00:00,2024-09-11 04:00:00,DEV_003,26,2
DEV_003_2024-09-11 08:00:00,2024-09-11 08:00:00,DEV_003,61,41
DEV_003_2024-09-11 12:00:00,2024-09-11 12:00:00,DEV_003,69,25
DEV_003_2024-09-11 16:00:00,2024-09-11 16:00:00,DEV_003,60,78
DEV_003_2024-09-11 20:00:00,2024-09-11 20:00:00,DEV_003,71,45
DEV_003_2024-09-12 00:00:00,2024-09-12 00:00:00,DEV_003,54,54
DEV_003_2024-09-12 04:00:00,2024-09-12 04:00:00,DEV_003,20,63
DEV_003_2024-09-12 08:00:00,2024-09-12 08:00:00,DEV_003,13,96
DEV_003_2024-09-12 12:00:00,2024-09-12 12:00:00,DEV_003,14,90
DEV_003_2024-09-12 16:00:00,2024-09-12 16:00:00,DEV_003,69,46
DEV_003_2024-09-12 20:00:00,2024-09-12 20:00:00,DEV_003,5,77
DEV_003_2024-09-13 00:00:00,2024-09-13 00:00:00,DEV_003,27,19
DEV_003_2024-09-13 04:00:00,2024-09-13 04:00:00,DEV_003,58,10
DEV_003_2024-09-13 08:00:00,2024-09-13 08:00:00,DEV_003,57,12
DEV_003_2024-09-13 12:00:00,2024-09-13 12:00:00,DEV_003,16,4
DEV_003_2024-09-13 16:00:00,2024-09-13 16:00:00,DEV_003,27,69
DEV_003_2024-09-13 20:00:00,2024-09-13 20:00:00,DEV_003,54,63
DEV_003_2024-09-14 00:00:00,2024-09-14 00:00:00,DEV_003,12,56
DEV_003_2024-09-14 04:00:00,2024-09-14 04:00:00,DEV_003,8,35
DEV_003_2024-09-14 08:00:00,2024-09-14 08:00:00,DEV_003,9,88
DEV_003_2024-09-14 12:00:00,2024-09-14 12:00:00,DEV_003,96,25
DEV_003_2024-09-14 16:00:00,2024-09-14 16:00:00,DEV_003,71,69
DEV_003_2024-09-14 20:00:00,2024-09-14 20:00:00,DEV_003,45,63
DEV_003_2024-09-15 00:00:00,2024-09-15 00:00:00,DEV_003,87,54
DEV_003_2024-09-15 04:00:00,2024-09-15 04:00:00,DEV_003,46,28
DEV_003_2024-09-15 08:00:00,2024-09-15 08:00:00,DEV_003,87,5
DEV_003_2024-09-15 12:00:00,2024-09-15 12:00:00,DEV_003,42,87
DEV_003_2024-09-15 16:00:00,2024-09-15 16:00:00,DEV_003,45,10
DEV_003_2024-09-15 20:00:00,2024-09-15 20:00:00,DEV_003,8,15
DEV_003_2024-09-16 00:00:00,2024-09-16 00:00:00,DEV_003,55,88
DEV_003_2024-09-16 04:00:00,2024-09-16 04:00:00,DEV_003,47,66
DEV_003_2024-09-16 08:00:00,2024-09-16 08:00:00,DEV_003,38,38
DEV_003_2024-09-16 12:00:00,2024-09-16 12:00:00,DEV_003,98,69
DEV_003_2024-09-16 16:00:00,2024-09-16 16:00:00,DEV_003,97,22
DEV_003_2024-09-16 20:00:00,2024-09-16 20:00:00,DEV_003,92,91
DEV_003_2024-09-17 00:00:00,2024-09-17 00:00:00,DEV_003,39,67
DEV_003_2024-09-17 04:00:00,2024-09-17 04:00:00,DEV_003,54,57
DEV_003_2024-09-17 08:00:00,2024-09-17 08:00:00,DEV_003,15,49
DEV_003_2024-09-17 12:00:00,2024-09-17 12:00:00,DEV_003,40,94
DEV_003_2024-09-17 16:00:00,2024-09-17 16:00:00,DEV_003,38,48
DEV_003_2024-09-17 20:00:00,2024-09-17 20:00:00,DEV_003,58,94
DEV_003_2024-09-18 00:00:00,2024-09-18 00:00:00,DEV_003,86,80
DEV_003_2024-09-18 04:00:00,2024-09-18 04:00:00,DEV_003,52,95
DEV_003_2024-09-18 08:00:00,2024-09-18 08:00:00,DEV_003,51,69
DEV_003_2024-09-18 12:00:00,2024-09-18 12:00:00,DEV_003,37,25
DEV_003_2024-09-18 16:00:00,2024-09-18 16:00:00,DEV_003,71,21
DEV_003_2024-09-18 20:00:00,2024-09-18 20:00:00,DEV_003,74,26
DEV_003_2024-09-19 00:00:00,2024-09-19 00:00:00,DEV_003,5,5
DEV_003_2024-09-19 04:00:00,2024-09-19 04:00:00,DEV_003,96,55
DEV_003_2024-09-19 08:00:00,2024-09-19 08:00:00,DEV_003,68,77
DEV_003_2024-09-19 12:00:00,2024-09-19 12:00:00,DEV_003,35,36
DEV_003_2024-09-19 16:00:00,2024-09-19 16:00:00,DEV_003,39,77
DEV_003_2024-09-19 20:00:00,2024-09-19 20:00:00,DEV_003,83,74
DEV_003_2024-09-20 00:00:00,2024-09-20 00:00:00,DEV_003,77,47
DEV_003_2024-09-20 04:00:00,2024-09-20 04:00:00,DEV_003,17,67
DEV_003_2024-09-20 08:00:00,2024-09-20 08:00:00,DEV_003,19,97
DEV_003_2024-09-20 12:00:00,2024-09-20 12:00:00,DEV_003,20,20
DEV_003_2024-09-20 16:00:00,2024-09-20 16:00:00,DEV_003,27,23
DEV_003_2024-09-20 20:00:00,2024-09-20 20:00:00,DEV_003,63,97
DEV_003_2024-09-21 00:00:00,2024-09-21 00:00:00,DEV_003,6,73
DEV_003_2024-09-21 04:00:00,2024-09-21 04:00:00,DEV_003,34,90
DEV_003_2024-09-21 08:00:00,2024-09-21 08:00:00,DEV_003,91,99
DEV_003_2024-09-21 12:00:00,2024-09-21 12:00:00,DEV_003,79,48
DEV_003_2024-09-21 16:00:00,2024-09-21 16:00:00,DEV_003,54,99
DEV_003_2024-09-21 20:00:00,2024-09-21 20:00:00,DEV_003,50,8
DEV_003_2024-09-22 00:00:00,2024-09-22 00:00:00,DEV_003,65,59
DEV_003_2024-09-22 04:00:00,2024-09-22 04:00:00,DEV_003,92,72
DEV_003_2024-09-22 08:00:00,2024-09-22 08:00:00,DEV_003,32,6
DEV_003_2024-09-22 12:00:00,2024-09-22 12:00:00,DEV_003,45,18
DEV_003_2024-09-22 16:00:00,2024-09-22 16:00:00,DEV_003,28,15
DEV_003_2024-09-22 20:00:00,2024-09-22 20:00:00,DEV_003,32,34
DEV_003_2024-09-23 00:00:00,2024-09-23 00:00:00,DEV_003,81,18
DEV_003_2024-09-23 04:00:00,2024-09-23 04:00:00,DEV_003,48,24
DEV_003_2024-09-23 08:00:00,2024-09-23 08:00:00,DEV_003,46,27
DEV_003_2024-09-23 12:00:00,2024-09-23 12:00:00,DEV_003,91,1
DEV_003_2024-09-23 16:00:00,2024-09-23 16:00:00,DEV_003,56,10
DEV_003_2024-09-23 20:00:00,2024-09-23 20:00:00,DEV_003,45,28
DEV_003_2024-09-24 00:00:00,2024-09-24 00:00:00,DEV_003,13,44
DEV_003_2024-09-24 04:00:00,2024-09-24 04:00:00,DEV_003,52,44
DEV_003_2024-09-24 08:00:00,2024-09-24 08:00:00,DEV_003,38,2
DEV_003_2024-09-24 12:00:00,2024-09-24 12:00:00,DEV_003,9,37
DEV_003_2024-09-24 16:00:00,2024-09-24 16:00:00,DEV_003,76,84
DEV_003_2024-09-24 20:00:00,2024-09-24 20:00:00,DEV_003,38,62
DEV_003_2024-09-25 00:00:00,2024-09-25 00:00:00,DEV_003,11,25
DEV_003_2024-09-25 04:00:00,2024-09-25 04:00:00,DEV_003,63,2
DEV_003_2024-09-25 08:00:00,2024-09-25 08:00:00,DEV_003,76,74
DEV_003_2024-09-25 12:00:00,2024-09-25 12:00:00,DEV_003,11,83
DEV_003_2024-09-25 16:00:00,2024-09-25 16:00:00,DEV_003,89,34
DEV_003_2024-09-25 20:00:00,2024-09-25 20:00:00,DEV_003,86,53
DEV_003_2024-09-26 00:00:00,2024-09-26 00:00:00,DEV_003,99,36
DEV_003_2024-09-26 04:00:00,2024-09-26 04:00:00,DEV_003,47,94
DEV_003_2024-09-26 08:00:00,2024-09-26 08:00:00,DEV_003,7,47
DEV_003_2024-09-26 12:00:00,2024-09-26 12:00:00,DEV_003,42,82
DEV_003_2024-09-26 16:00:00,2024-09-26 16:00:00,DEV_003,36,66
DEV_003_2024-09-26 20:00:00,2024-09-26 20:00:00,DEV_003,16,14
DEV_003_2024-09-27 00:00:00,2024-09-27 00:00:00,DEV_003,85,89
DEV_003_2024-09-27 04:00:00,2024-09-27 04:00:00,DEV_003,53,3
DEV_003_2024-09-27 08:00:00,2024-09-27 08:00:00,DEV_003,63,88
DEV_003_2024-09-27 12:00:00,2024-09-27 12:00:00,DEV_003,87,40
DEV_003_2024-09-27 16:00:00,2024-09-27 16:00:00,DEV_003,86,67
DEV_003_2024-09-27 20:00:00,2024-09-27 20:00:00,DEV_003,81,72
DEV_003_2024-09-28 00:00:00,2024-09-28 00:00:00,DEV_003,34,29
DEV_003_2024-09-28 04:00:00,2024-09-28 04:00:00,DEV_003,68,64
DEV_003_2024-09-28 08:00:00,2024-09-28 08:00:00,DEV_003,18,47
DEV_003_2024-09-28 12:00:00,2024-09-28 12:00:00,DEV_003,16,17
DEV_003_2024-09-28 16:00:00,2024-09-28 16:00:00,DEV_003,71,1
DEV_003_2024-09-28 20:00:00,2024-09-28 20:00:00,DEV_003,85,89
DEV_003_2024-09-29 00:00:00,2024-09-29 00:00:00,DEV_003,3,75
DEV_003_2024-09-29 04:00:00,2024-09-29 04:00:00,DEV_003,79,87
DEV_003_2024-09-29 08:00:00,2024-09-29 08:00:00,DEV_003,19,17
DEV_003_2024-09-29 12:00:00,2024-09-29 12:00:00,DEV_003,51,46
DEV_003_2024-09-29 16:00:00,2024-09-29 16:00:00,DEV_003,48,86
DEV_003_2024-09-29 20:00:00,2024-09-29 20:00:00,DEV_003,94,98
DEV_003_2024-09-30 00:00:00,2024-09-30 00:00:00,DEV_003,42,69
DEV_003_2024-09-30 04:00:00,2024-09-30 04:00:00,DEV_003,65,21
DEV_003_2024-09-30 08:00:00,2024-09-30 08:00:00,DEV_003,69,72
DEV_003_2024-09-30 12:00:00,2024-09-30 12:00:00,DEV_003,54,27
DEV_003_2024-09-30 16:00:00,2024-09-30 16:00:00,DEV_003,52,88
DEV_003_2024-09-30 20:00:00,2024-09-30 20:00:00,DEV_003,62,4
DEV_003_2024-10-01 00:00:00,2024-10-01 00:00:00,DEV_003,11,88
DEV_003_2024-10-01 04:00:00,2024-10-01 04:00:00,DEV_003,82,25
DEV_003_2024-10-01 08:00:00,2024-10-01 08:00:00,DEV_003,60,74
DEV_003_2024-10-01 12:00:00,2024-10-01 12:00:00,DEV_003,49,85
DEV_003_2024-10-01 16:00:00,2024-10-01 16:00:00,DEV_003,66,91
DEV_003_2024-10-01 20:00:00,2024-10-01 20:00:00,DEV_003,18,26
DEV_003_2024-10-02 00:00:00,2024-10-02 00:00:00,DEV_003,54,19
DEV_003_2024-10-02 04:00:00,2024-10-02 04:00:00,DEV_003,84,43
DEV_003_2024-10-02 08:00:00,2024-10-02 08:00:00,DEV_003,94,79
DEV_003_2024-10-02 12:00:00,2024-10-02 12:00:00,DEV_003,52,4
DEV_003_2024-10-02 16:00:00,2024-10-02 16:00:00,DEV_003,32,35
DEV_003_2024-10-02 20:00:00,2024-10-02 20:00:00,DEV_003,13,27
DEV_003_2024-10-03 00:00:00,2024-10-03 00:00:00,DEV_003,42,31
DEV_003_2024-10-03 04:00:00,2024-10-03 04:00:00,DEV_003,3,47
DEV_003_2024-10-03 08:00:00,2024-10-03 08:00:00,DEV_003,98,56
DEV_003_2024-10-03 12:00:00,2024-10-03 12:00:00,DEV_003,86,24
DEV_003_2024-10-03 16:00:00,2024-10-03 16:00:00,DEV_003,27,76
DEV_003_2024-10-03 20:00:00,2024-10-03 20:00:00,DEV_003,22,67
DEV_003_2024-10-04 00:00:00,2024-10-04 00:00:00,DEV_003,18,80
DEV_003_2024-10-04 04:00:00,2024-10-04 04:00:00,DEV_003,3,28
DEV_003_2024-10-04 08:00:00,2024-10-04 08:00:00,DEV_003,51,19
DEV_003_2024-10-04 12:00:00,2024-10-04 12:00:00,DEV_003,74,45
DEV_003_2024-10-04 16:00:00,2024-10-04 16:00:00,DEV_003,4,8
DEV_003_2024-10-04 20:00:00,2024-10-04 20:00:00,DEV_003,15,93
DEV_003_2024-10-05 00:00:00,2024-10-05 00:00:00,DEV_003,10,51
DEV_003_2024-10-05 04:00:00,2024-10-05 04:00:00,DEV_003,95,13
DEV_003_2024-10-05 08:00:00,2024-10-05 08:00:00,DEV_003,31,2
DEV_003_2024-10-05 12:00:00,2024-10-05 12:00:00,DEV_003,43,50
DEV_003_2024-10-05 16:00:00,2024-10-05 16:00:00,DEV_003,93,60
DEV_003_2024-10-05 20:00:00,2024-10-05 20:00:00,DEV_003,74,65
DEV_003_2024-10-06 00:00:00,2024-10-06 00:00:00,DEV_003,29,74
DEV_003_2024-10-06 04:00:00,2024-10-06 04:00:00,DEV_003,83,35
DEV_003_2024-10-06 08:00:00,2024-10-06 08:00:00,DEV_003,14,14
DEV_003_2024-10-06 12:00:00,2024-10-06 12:00:00,DEV_003,80,56
DEV_003_2024-10-06 16:00:00,2024-10-06 16:00:00,DEV_003,67,16
DEV_003_2024-10-06 20:00:00,2024-10-06 20:00:00,DEV_003,97,38
DEV_003_2024-10-07 00:00:00,2024-10-07 00:00:00,DEV_003,3,64
DEV_003_2024-10-07 04:00:00,2024-10-07 04:00:00,DEV_003,60,79
DEV_003_2024-10-07 08:00:00,2024-10-07 08:00:00,DEV_003,93,70
DEV_003_2024-10-07 12:00:00,2024-10-07 12:00:00,DEV_003,62,50
DEV_003_2024-10-07 16:00:00,2024-10-07 16:00:00,DEV_003,53,35
DEV_003_2024-10-07 20:00:00,2024-10-07 20:00:00,DEV_003,13,26
DEV_003_2024-10-08 00:00:00,2024-10-08 00:00:00,DEV_003,3,48
DEV_003_2024-10-08 04:00:00,2024-10-08 04:00:00,DEV_003,61,43
DEV_003_2024-10-08 08:00:00,2024-10-08 08:00:00,DEV_003,46,18
DEV_003_2024-10-08 12:00:00,2024-10-08 12:00:00,DEV_003,66,37
DEV_003_2024-10-08 16:00:00,2024-10-08 16:00:00,DEV_003,25,32
DEV_003_2024-10-08 20:00:00,2024-10-08 20:00:00,DEV_003,86,28
DEV_003_2024-10-09 00:00:00,2024-10-09 00:00:00,DEV_003,7,3
DEV_003_2024-10-09 04:00:00,2024-10-09 04:00:00,DEV_003,79,51
DEV_003_2024-10-09 08:00:00,2024-10-09 08:00:00,DEV_003,10,85
DEV_003_2024-10-09 12:00:00,2024-10-09 12:00:00,DEV_003,94,40
DEV_003_2024-10-09 16:00:00,2024-10-09 16:00:00,DEV_003,30,14
DEV_003_2024-10-09 20:00:00,2024-10-09 20:00:00,DEV_003,6,34
DEV_003_2024-10-10 00:00:00,2024-10-10 00:00:00,DEV_003,66,70
DEV_003_2024-10-10 04:00:00,2024-10-10 04:00:00,DEV_003,85,52
DEV_003_2024-10-10 08:00:00,2024-10-10 08:00:00,DEV_003,9,61
DEV_003_2024-10-10 12:00:00,2024-10-10 12:00:00,DEV_003,66,55
DEV_003_2024-10-10 16:00:00,2024-10-10 16:00:00,DEV_003,41,45
DEV_003_2024-10-10 20:00:00,2024-10-10 20:00:00,DEV_003,93,91
DEV_003_2024-10-11 00:00:00,2024-10-11 00:00:00,DEV_003,21,94
DEV_003_2024-10-11 04:00:00,2024-10-11 04:00:00,DEV_003,33,84
DEV_003_2024-10-11 08:00:00,2024-10-11 08:00:00,DEV_003,30,21
DEV_003_2024-10-11 12:00:00,2024-10-11 12:00:00,DEV_003,12,33
DEV_003_2024-10-11 16:00:00,2024-10-11 16:00:00,DEV_003,83,29
DEV_003_2024-10-11 20:00:00,2024-10-11 20:00:00,DEV_003,61,66
DEV_003_2024-10-12 00:00:00,2024-10-12 00:00:00,DEV_003,10,30
DEV_003_2024-10-12 04:00:00,2024-10-12 04:00:00,DEV_003,51,9
DEV_003_2024-10-12 08:00:00,2024-10-12 08:00:00,DEV_003,21,97
DEV_003_2024-10-12 12:00:00,2024-10-12 12:00:00,DEV_003,99,88
DEV_003_2024-10-12 16:00:00,2024-10-12 16:00:00,DEV_003,63,22
DEV_003_2024-10-12 20:00:00,2024-10-12 20:00:00,DEV_003,9,22
DEV_003_2024-10-13 00:00:00,2024-10-13 00:00:00,DEV_003,9,94
DEV_003_2024-10-13 04:00:00,2024-10-13 04:00:00,DEV_003,7,56
DEV_003_2024-10-13 08:00:00,2024-10-13 08:00:00,DEV_003,26,45
DEV_003_2024-10-13 12:00:00,2024-10-13 12:00:00,DEV_003,50,24
DEV_003_2024-10-13 16:00:00,2024-10-13 16:00:00,DEV_003,43,34
DEV_003_2024-10-13 20:00:00,2024-10-13 20:00:00,DEV_003,65,82
DEV_003_2024-10-14 00:00:00,2024-10-14 00:00:00,DEV_003,34,45
DEV_003_2024-10-14 04:00:00,2024-10-14 04:00:00,DEV_003,9,12
DEV_003_2024-10-14 08:00:00,2024-10-14 08:00:00,DEV_003,67,70
DEV_003_2024-10-14 12:00:00,2024-10-14 12:00:00,DEV_003,98,98
DEV_003_2024-10-14 16:00:00,2024-10-14 16:00:00,DEV_003,6,66
DEV_003_2024-10-14 20:00:00,2024-10-14 20:00:00,DEV_003,98,77
DEV_003_2024-10-15 00:00:00,2024-10-15 00:00:00,DEV_003,31,77
DEV_003_2024-10-15 04:00:00,2024-10-15 04:00:00,DEV_003,97,5
DEV_003_2024-10-15 08:00:00,2024-10-15 08:00:00,DEV_003,77,68
DEV_003_2024-10-15 12:00:00,2024-10-15 12:00:00,DEV_003,7,96
DEV_003_2024-10-15 16:00:00,2024-10-15 16:00:00,DEV_003,97,17
DEV_003_2024-10-15 20:00:00,2024-10-15 20:00:00,DEV_003,63,49
DEV_003_2024-10-16 00:00:00,2024-10-16 00:00:00,DEV_003,96,50
DEV_003_2024-10-16 04:00:00,2024-10-16 04:00:00,DEV_003,63,6
DEV_003_2024-10-16 08:00:00,2024-10-16 08:00:00,DEV_003,48,80
DEV_003_2024-10-16 12:00:00,2024-10-16 12:00:00,DEV_003,64,78
DEV_003_2024-10-16 16:00:00,2024-10-16 16:00:00,DEV_003,83,5
DEV_003_2024-10-16 20:00:00,2024-10-16 20:00:00,DEV_003,80,87
DEV_003_2024-10-17 00:00:00,2024-10-17 00:00:00,DEV_003,67,64
DEV_003_2024-10-17 04:00:00,2024-10-17 04:00:00,DEV_003,26,23
DEV_003_2024-10-17 08:00:00,2024-10-17 08:00:00,DEV_003,74,24
DEV_003_2024-10-17 12:00:00,2024-10-17 12:00:00,DEV_003,5,54
DEV_003_2024-10-17 16:00:00,2024-10-17 16:00:00,DEV_003,1,44
DEV_003_2024-10-17 20:00:00,2024-10-17 20:00:00,DEV_003,95,50
DEV_003_2024-10-18 00:00:00,2024-10-18 00:00:00,DEV_003,43,30
DEV_003_2024-10-18 04:00:00,2024-10-18 04:00:00,DEV_003,57,99
DEV_003_2024-10-18 08:00:00,2024-10-18 08:00:00,DEV_003,99,48
DEV_003_2024-10-18 12:00:00,2024-10-18 12:00:00,DEV_003,90,51
DEV_003_2024-10-18 16:00:00,2024-10-18 16:00:00,DEV_003,38,34
DEV_003_2024-10-18 20:00:00,2024-10-18 20:00:00,DEV_003,17,68
DEV_003_2024-10-19 00:00:00,2024-10-19 00:00:00,DEV_003,23,45
DEV_003_2024-10-19 04:00:00,2024-10-19 04:00:00,DEV_003,16,76
DEV_003_2024-10-19 08:00:00,2024-10-19 08:00:00,DEV_003,84,95
DEV_003_2024-10-19 12:00:00,2024-10-19 12:00:00,DEV_003,53,71
DEV_003_2024-10-19 16:00:00,2024-10-19 16:00:00,DEV_003,52,9
DEV_003_2024-10-19 20:00:00,2024-10-19 20:00:00,DEV_003,96,59
DEV_003_2024-10-20 00:00:00,2024-10-20 00:00:00,DEV_003,56,8
DEV_003_2024-10-20 04:00:00,2024-10-20 04:00:00,DEV_003,37,36
DEV_003_2024-10-20 08:00:00,2024-10-20 08:00:00,DEV_003,87,48
DEV_003_2024-10-20 12:00:00,2024-10-20 12:00:00,DEV_003,95,44
DEV_003_2024-10-20 16:00:00,2024-10-20 16:00:00,DEV_003,9,65
DEV_003_2024-10-20 20:00:00,2024-10-20 20:00:00,DEV_003,94,30
DEV_003_2024-10-21 00:00:00,2024-10-21 00:00:00,DEV_003,49,7
DEV_003_2024-10-21 04:00:00,2024-10-21 04:00:00,DEV_003,82,57
DEV_003_2024-10-21 08:00:00,2024-10-21 08:00:00,DEV_003,53,17
DEV_003_2024-10-21 12:00:00,2024-10-21 12:00:00,DEV_003,22,84
DEV_003_2024-10-21 16:00:00,2024-10-21 16:00:00,DEV_003,42,88
DEV_003_2024-10-21 20:00:00,2024-10-21 20:00:00,DEV_003,72,27
DEV_003_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_003,50,22
DEV_003_2024-10-22 04:00:00,2024-10-22 04:00:00,DEV_003,91,18
DEV_003_2024-10-22 08:00:00,2024-10-22 08:00:00,DEV_003,23,10
DEV_003_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_003,32,86
DEV_003_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_003,41,57
DEV_003_2024-10-22 20:00:00,2024-10-22 20:00:00,DEV_003,96,72
DEV_003_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_003,80,47
DEV_003_2024-10-23 04:00:00,2024-10-23 04:00:00,DEV_003,5,11
DEV_003_2024-10-23 08:00:00,2024-10-23 08:00:00,DEV_003,24,91
DEV_003_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_003,4,2
DEV_003_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_003,50,21
DEV_003_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_003,68,63
DEV_003_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_003,10,94
DEV_003_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_003,18,11
DEV_003_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_003,71,96
DEV_003_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_003,39,10
DEV_003_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_003,72,31
DEV_003_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_003,29,95
DEV_003_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_003,19,73
DEV_003_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_003,4,93
DEV_003_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_003,51,7
DEV_003_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_003,60,15
DEV_003_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_003,74,42
DEV_003_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_003,9,85
DEV_003_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_003,32,62
DEV_003_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_003,2,30
DEV_003_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_003,60,11
DEV_003_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_003,34,19
DEV_003_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_003,85,28
DEV_003_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_003,27,70
DEV_003_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_003,22,10
DEV_003_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_003,93,19
DEV_003_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_003,21,74
DEV_003_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_003,79,44
DEV_003_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_003,8,77
DEV_003_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_003,14,21
DEV_003_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_003,57,12
DEV_003_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_003,46,61
DEV_003_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_003,62,16
DEV_003_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_003,59,41
DEV_003_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_003,46,80
DEV_003_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_003,42,5
DEV_003_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_003,10,59
DEV_003_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_003,42,81
DEV_003_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_003,54,82
DEV_003_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_003,60,3
DEV_003_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_003,76,76
DEV_003_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_003,20,44
DEV_003_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_003,77,37
DEV_003_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_003,21,88
DEV_003_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_003,41,8
DEV_003_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_003,69,44
DEV_003_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_003,52,12
DEV_003_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_003,53,78
DEV_003_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_003,44,70
DEV_003_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_003,41,27
DEV_003_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_003,18,34
DEV_003_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_003,42,70
DEV_003_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_003,31,55
DEV_003_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_003,55,78
DEV_003_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_003,20,23
DEV_003_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_003,61,22
DEV_003_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_003,68,78
DEV_003_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_003,61,93
DEV_003_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_003,75,85
DEV_003_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_003,43,9
DEV_003_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_003,23,43
DEV_003_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_003,1,89
DEV_003_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_003,53,87
DEV_003_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_003,55,49
DEV_003_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_003,40,80
DEV_003_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_003,49,63
DEV_003_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_003,90,99
DEV_003_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_003,54,55
DEV_003_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_003,52,99
DEV_003_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_003,1,1
