distid,createdts,sn,acs_bid,acs_primary_ch,acs_prev_ch,acs_reason
DEV_003_2024-11-15 02:00:00,2024-11-15 02:00:00,DEV_003,15,52,9,8
DEV_003_2024-11-15 03:00:00,2024-11-15 03:00:00,DEV_003,21,57,89,59
DEV_003_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_003,93,80,93,10
DEV_003_2024-11-15 05:00:00,2024-11-15 05:00:00,DEV_003,80,9,87,81
DEV_003_2024-11-15 06:00:00,2024-11-15 06:00:00,DEV_003,6,79,89,7
DEV_003_2024-11-15 07:00:00,2024-11-15 07:00:00,DEV_003,91,84,65,15
DEV_003_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_003,12,29,84,19
DEV_003_2024-11-15 09:00:00,2024-11-15 09:00:00,DEV_003,20,31,50,21
DEV_003_2024-11-15 10:00:00,2024-11-15 10:00:00,DEV_003,59,57,85,94
DEV_003_2024-11-15 11:00:00,2024-11-15 11:00:00,DEV_003,20,55,87,34
DEV_003_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_003,94,16,81,70
DEV_003_2024-11-15 13:00:00,2024-11-15 13:00:00,DEV_003,54,8,85,72
DEV_003_2024-11-15 14:00:00,2024-11-15 14:00:00,DEV_003,5,76,57,96
DEV_003_2024-11-15 15:00:00,2024-11-15 15:00:00,DEV_003,17,29,33,80
DEV_003_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_003,83,12,65,64
DEV_003_2024-11-15 17:00:00,2024-11-15 17:00:00,DEV_003,35,30,59,49
DEV_003_2024-11-15 18:00:00,2024-11-15 18:00:00,DEV_003,72,92,69,92
DEV_003_2024-11-15 19:00:00,2024-11-15 19:00:00,DEV_003,39,20,48,7
DEV_003_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_003,4,11,37,40
DEV_003_2024-11-15 21:00:00,2024-11-15 21:00:00,DEV_003,84,87,22,60
DEV_003_2024-11-15 22:00:00,2024-11-15 22:00:00,DEV_003,36,15,96,60
DEV_003_2024-11-15 23:00:00,2024-11-15 23:00:00,DEV_003,33,23,83,35
DEV_003_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_003,97,41,14,13
DEV_003_2024-11-16 01:00:00,2024-11-16 01:00:00,DEV_003,82,81,71,38
DEV_003_2024-11-16 02:00:00,2024-11-16 02:00:00,DEV_003,41,61,54,5
DEV_003_2024-11-16 03:00:00,2024-11-16 03:00:00,DEV_003,1,13,35,78
DEV_003_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_003,7,27,47,85
DEV_003_2024-11-16 05:00:00,2024-11-16 05:00:00,DEV_003,51,78,74,38
DEV_003_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_003,56,49,2,91
DEV_003_2024-11-16 07:00:00,2024-11-16 07:00:00,DEV_003,59,44,55,26
DEV_003_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_003,28,73,13,91
DEV_003_2024-11-16 09:00:00,2024-11-16 09:00:00,DEV_003,61,72,57,83
DEV_003_2024-11-16 10:00:00,2024-11-16 10:00:00,DEV_003,43,7,19,14
DEV_003_2024-11-16 11:00:00,2024-11-16 11:00:00,DEV_003,81,85,29,38
DEV_003_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_003,16,55,97,79
DEV_003_2024-11-16 13:00:00,2024-11-16 13:00:00,DEV_003,50,22,87,10
DEV_003_2024-11-16 14:00:00,2024-11-16 14:00:00,DEV_003,62,64,25,64
DEV_003_2024-11-16 15:00:00,2024-11-16 15:00:00,DEV_003,37,53,49,7
DEV_003_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_003,14,60,46,73
DEV_003_2024-11-16 17:00:00,2024-11-16 17:00:00,DEV_003,95,73,20,2
DEV_003_2024-11-16 18:00:00,2024-11-16 18:00:00,DEV_003,41,54,6,69
DEV_003_2024-11-16 19:00:00,2024-11-16 19:00:00,DEV_003,96,42,60,36
DEV_003_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_003,43,62,28,45
DEV_003_2024-11-16 21:00:00,2024-11-16 21:00:00,DEV_003,4,47,56,65
DEV_003_2024-11-16 22:00:00,2024-11-16 22:00:00,DEV_003,56,10,56,96
DEV_003_2024-11-16 23:00:00,2024-11-16 23:00:00,DEV_003,95,43,41,9
DEV_003_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_003,4,37,87,37
DEV_003_2024-11-17 01:00:00,2024-11-17 01:00:00,DEV_003,49,68,84,13
DEV_003_2024-11-17 02:00:00,2024-11-17 02:00:00,DEV_003,98,9,68,49
DEV_003_2024-11-17 03:00:00,2024-11-17 03:00:00,DEV_003,81,25,76,39
DEV_003_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_003,88,3,11,50
DEV_003_2024-11-17 05:00:00,2024-11-17 05:00:00,DEV_003,72,33,88,82
DEV_003_2024-11-17 06:00:00,2024-11-17 06:00:00,DEV_003,28,35,39,85
DEV_003_2024-11-17 07:00:00,2024-11-17 07:00:00,DEV_003,36,37,99,37
DEV_003_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_003,55,74,14,87
DEV_003_2024-11-17 09:00:00,2024-11-17 09:00:00,DEV_003,4,11,12,48
DEV_003_2024-11-17 10:00:00,2024-11-17 10:00:00,DEV_003,59,96,67,38
DEV_003_2024-11-17 11:00:00,2024-11-17 11:00:00,DEV_003,15,65,30,19
DEV_003_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_003,62,53,22,45
DEV_003_2024-11-17 13:00:00,2024-11-17 13:00:00,DEV_003,90,51,6,53
DEV_003_2024-11-17 14:00:00,2024-11-17 14:00:00,DEV_003,59,27,74,97
DEV_003_2024-11-17 15:00:00,2024-11-17 15:00:00,DEV_003,29,97,67,92
DEV_003_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_003,58,80,35,49
DEV_003_2024-11-17 17:00:00,2024-11-17 17:00:00,DEV_003,22,86,88,6
DEV_003_2024-11-17 18:00:00,2024-11-17 18:00:00,DEV_003,68,22,15,36
DEV_003_2024-11-17 19:00:00,2024-11-17 19:00:00,DEV_003,35,62,43,73
DEV_003_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_003,53,35,49,94
DEV_003_2024-11-17 21:00:00,2024-11-17 21:00:00,DEV_003,33,16,49,38
DEV_003_2024-11-17 22:00:00,2024-11-17 22:00:00,DEV_003,32,89,30,53
DEV_003_2024-11-17 23:00:00,2024-11-17 23:00:00,DEV_003,92,10,22,24
DEV_003_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_003,77,29,19,60
DEV_003_2024-11-18 01:00:00,2024-11-18 01:00:00,DEV_003,19,88,23,54
DEV_003_2024-11-18 02:00:00,2024-11-18 02:00:00,DEV_003,14,4,16,66
DEV_003_2024-11-18 03:00:00,2024-11-18 03:00:00,DEV_003,2,47,68,1
DEV_003_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_003,69,23,10,76
DEV_003_2024-11-18 05:00:00,2024-11-18 05:00:00,DEV_003,92,99,85,28
DEV_003_2024-11-18 06:00:00,2024-11-18 06:00:00,DEV_003,4,46,5,5
DEV_003_2024-11-18 07:00:00,2024-11-18 07:00:00,DEV_003,36,8,38,31
DEV_003_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_003,45,51,59,44
DEV_003_2024-11-18 09:00:00,2024-11-18 09:00:00,DEV_003,2,18,11,53
DEV_003_2024-11-18 10:00:00,2024-11-18 10:00:00,DEV_003,89,41,64,52
DEV_003_2024-11-18 11:00:00,2024-11-18 11:00:00,DEV_003,66,55,33,30
DEV_003_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_003,51,10,40,98
DEV_003_2024-11-18 13:00:00,2024-11-18 13:00:00,DEV_003,55,17,6,82
DEV_003_2024-11-18 14:00:00,2024-11-18 14:00:00,DEV_003,44,82,79,93
DEV_003_2024-11-18 15:00:00,2024-11-18 15:00:00,DEV_003,80,49,7,37
DEV_003_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_003,90,41,97,94
DEV_003_2024-11-18 17:00:00,2024-11-18 17:00:00,DEV_003,27,64,68,59
DEV_003_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_003,14,26,95,52
DEV_003_2024-11-18 19:00:00,2024-11-18 19:00:00,DEV_003,81,15,24,38
DEV_003_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_003,85,84,39,39
DEV_003_2024-11-18 21:00:00,2024-11-18 21:00:00,DEV_003,42,53,60,38
DEV_003_2024-11-18 22:00:00,2024-11-18 22:00:00,DEV_003,12,99,86,12
DEV_003_2024-11-18 23:00:00,2024-11-18 23:00:00,DEV_003,99,58,90,94
DEV_003_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_003,10,85,56,92
DEV_003_2024-11-19 01:00:00,2024-11-19 01:00:00,DEV_003,36,3,47,40
DEV_003_2024-11-19 02:00:00,2024-11-19 02:00:00,DEV_003,94,21,93,56
DEV_003_2024-11-19 03:00:00,2024-11-19 03:00:00,DEV_003,98,51,21,74
DEV_003_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_003,23,68,8,61
DEV_003_2024-11-19 05:00:00,2024-11-19 05:00:00,DEV_003,34,35,78,94
DEV_003_2024-11-19 06:00:00,2024-11-19 06:00:00,DEV_003,14,25,32,40
DEV_003_2024-11-19 07:00:00,2024-11-19 07:00:00,DEV_003,22,14,39,25
DEV_003_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_003,1,73,29,26
DEV_003_2024-11-19 09:00:00,2024-11-19 09:00:00,DEV_003,38,56,78,25
DEV_003_2024-11-19 10:00:00,2024-11-19 10:00:00,DEV_003,22,70,68,57
DEV_003_2024-11-19 11:00:00,2024-11-19 11:00:00,DEV_003,65,42,47,70
DEV_003_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_003,22,90,42,56
DEV_003_2024-11-19 13:00:00,2024-11-19 13:00:00,DEV_003,20,72,67,17
DEV_003_2024-11-19 14:00:00,2024-11-19 14:00:00,DEV_003,28,70,98,51
DEV_003_2024-11-19 15:00:00,2024-11-19 15:00:00,DEV_003,34,99,53,74
DEV_003_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_003,23,50,95,94
DEV_003_2024-11-19 17:00:00,2024-11-19 17:00:00,DEV_003,90,85,91,13
DEV_003_2024-11-19 18:00:00,2024-11-19 18:00:00,DEV_003,99,16,28,88
DEV_003_2024-11-19 19:00:00,2024-11-19 19:00:00,DEV_003,93,76,57,55
DEV_003_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_003,22,26,91,40
DEV_003_2024-11-19 21:00:00,2024-11-19 21:00:00,DEV_003,45,49,30,21
DEV_003_2024-11-19 22:00:00,2024-11-19 22:00:00,DEV_003,26,77,33,84
DEV_003_2024-11-19 23:00:00,2024-11-19 23:00:00,DEV_003,81,48,18,9
DEV_003_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_003,1,28,89,98
DEV_003_2024-11-20 01:00:00,2024-11-20 01:00:00,DEV_003,99,68,74,51
DEV_003_2024-11-20 02:00:00,2024-11-20 02:00:00,DEV_003,77,54,91,27
DEV_003_2024-11-20 03:00:00,2024-11-20 03:00:00,DEV_003,33,14,92,39
DEV_003_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_003,12,23,73,89
DEV_003_2024-11-20 05:00:00,2024-11-20 05:00:00,DEV_003,86,89,74,46
DEV_003_2024-11-20 06:00:00,2024-11-20 06:00:00,DEV_003,15,35,2,80
DEV_003_2024-11-20 07:00:00,2024-11-20 07:00:00,DEV_003,6,76,15,93
DEV_003_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_003,10,38,73,25
DEV_003_2024-11-20 09:00:00,2024-11-20 09:00:00,DEV_003,26,70,20,70
DEV_003_2024-11-20 10:00:00,2024-11-20 10:00:00,DEV_003,4,36,2,34
DEV_003_2024-11-20 11:00:00,2024-11-20 11:00:00,DEV_003,9,67,44,51
DEV_003_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_003,51,90,99,86
DEV_003_2024-11-20 13:00:00,2024-11-20 13:00:00,DEV_003,45,47,74,97
DEV_003_2024-11-20 14:00:00,2024-11-20 14:00:00,DEV_003,8,26,64,33
DEV_003_2024-11-20 15:00:00,2024-11-20 15:00:00,DEV_003,26,3,35,44
DEV_003_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_003,56,80,73,24
DEV_003_2024-11-20 17:00:00,2024-11-20 17:00:00,DEV_003,5,59,33,33
DEV_003_2024-11-20 18:00:00,2024-11-20 18:00:00,DEV_003,66,6,11,16
DEV_003_2024-11-20 19:00:00,2024-11-20 19:00:00,DEV_003,49,14,99,18
DEV_003_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_003,94,99,17,44
DEV_003_2024-11-20 21:00:00,2024-11-20 21:00:00,DEV_003,30,57,29,65
DEV_003_2024-11-20 22:00:00,2024-11-20 22:00:00,DEV_003,68,36,39,93
DEV_003_2024-11-20 23:00:00,2024-11-20 23:00:00,DEV_003,71,49,32,18
DEV_003_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_003,97,90,16,64
DEV_003_2024-11-21 01:00:00,2024-11-21 01:00:00,DEV_003,7,62,26,7
DEV_003_2024-11-21 02:00:00,2024-11-21 02:00:00,DEV_003,84,21,17,45
DEV_003_2024-11-21 03:00:00,2024-11-21 03:00:00,DEV_003,59,45,1,19
DEV_003_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_003,47,85,80,92
DEV_003_2024-11-21 05:00:00,2024-11-21 05:00:00,DEV_003,79,9,38,30
DEV_003_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_003,15,40,31,17
DEV_003_2024-11-21 07:00:00,2024-11-21 07:00:00,DEV_003,79,95,89,52
DEV_003_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_003,46,47,21,92
DEV_003_2024-11-21 09:00:00,2024-11-21 09:00:00,DEV_003,22,46,33,22
DEV_003_2024-11-21 10:00:00,2024-11-21 10:00:00,DEV_003,38,53,69,80
DEV_003_2024-11-21 11:00:00,2024-11-21 11:00:00,DEV_003,15,74,9,31
DEV_003_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_003,38,12,65,44
DEV_003_2024-11-21 13:00:00,2024-11-21 13:00:00,DEV_003,73,34,28,59
DEV_003_2024-11-21 14:00:00,2024-11-21 14:00:00,DEV_003,64,99,83,86
DEV_003_2024-11-21 15:00:00,2024-11-21 15:00:00,DEV_003,17,33,58,89
DEV_003_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_003,99,2,39,23
DEV_003_2024-11-21 17:00:00,2024-11-21 17:00:00,DEV_003,68,33,42,9
DEV_003_2024-11-21 18:00:00,2024-11-21 18:00:00,DEV_003,61,74,4,2
DEV_003_2024-11-21 19:00:00,2024-11-21 19:00:00,DEV_003,35,93,60,46
DEV_003_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_003,97,10,67,43
DEV_003_2024-11-21 21:00:00,2024-11-21 21:00:00,DEV_003,60,61,33,78
DEV_003_2024-11-21 22:00:00,2024-11-21 22:00:00,DEV_003,88,30,61,54
DEV_003_2024-11-21 23:00:00,2024-11-21 23:00:00,DEV_003,44,87,99,5
DEV_003_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_003,44,84,71,17
DEV_003_2024-11-22 01:00:00,2024-11-22 01:00:00,DEV_003,96,42,48,40
DEV_003_2024-11-22 02:00:00,2024-11-22 02:00:00,DEV_003,39,49,34,20
DEV_003_2024-11-22 03:00:00,2024-11-22 03:00:00,DEV_003,74,19,22,67
DEV_003_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_003,89,58,46,17
DEV_003_2024-11-22 05:00:00,2024-11-22 05:00:00,DEV_003,38,46,17,35
DEV_003_2024-11-22 06:00:00,2024-11-22 06:00:00,DEV_003,44,77,39,20
DEV_003_2024-11-22 07:00:00,2024-11-22 07:00:00,DEV_003,38,84,86,75
DEV_003_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_003,77,16,63,66
DEV_003_2024-11-22 09:00:00,2024-11-22 09:00:00,DEV_003,98,16,17,52
DEV_003_2024-11-22 10:00:00,2024-11-22 10:00:00,DEV_003,68,11,68,27
DEV_003_2024-11-22 11:00:00,2024-11-22 11:00:00,DEV_003,7,8,59,79
DEV_003_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_003,51,57,55,34
DEV_003_2024-11-22 13:00:00,2024-11-22 13:00:00,DEV_003,99,50,37,74
DEV_003_2024-11-22 14:00:00,2024-11-22 14:00:00,DEV_003,17,36,53,87
DEV_003_2024-11-22 15:00:00,2024-11-22 15:00:00,DEV_003,28,14,8,61
DEV_003_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_003,39,29,83,39
DEV_003_2024-11-22 17:00:00,2024-11-22 17:00:00,DEV_003,55,94,20,29
DEV_003_2024-11-22 18:00:00,2024-11-22 18:00:00,DEV_003,35,71,42,50
DEV_003_2024-11-22 19:00:00,2024-11-22 19:00:00,DEV_003,86,25,66,47
DEV_003_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_003,8,16,58,67
DEV_003_2024-11-22 21:00:00,2024-11-22 21:00:00,DEV_003,93,62,69,6
DEV_003_2024-11-22 22:00:00,2024-11-22 22:00:00,DEV_003,20,63,15,45
DEV_003_2024-11-22 23:00:00,2024-11-22 23:00:00,DEV_003,21,51,36,9
DEV_003_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_003,25,18,32,11
DEV_003_2024-11-23 01:00:00,2024-11-23 01:00:00,DEV_003,85,99,83,70
DEV_003_2024-11-23 02:00:00,2024-11-23 02:00:00,DEV_003,91,53,81,51
DEV_003_2024-11-23 03:00:00,2024-11-23 03:00:00,DEV_003,80,66,16,58
DEV_003_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_003,13,85,60,4
DEV_003_2024-11-23 05:00:00,2024-11-23 05:00:00,DEV_003,86,44,31,47
DEV_003_2024-11-23 06:00:00,2024-11-23 06:00:00,DEV_003,84,94,80,30
DEV_003_2024-11-23 07:00:00,2024-11-23 07:00:00,DEV_003,58,48,46,13
DEV_003_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_003,9,35,67,61
DEV_003_2024-11-23 09:00:00,2024-11-23 09:00:00,DEV_003,29,68,61,56
DEV_003_2024-11-23 10:00:00,2024-11-23 10:00:00,DEV_003,62,68,12,92
DEV_003_2024-11-23 11:00:00,2024-11-23 11:00:00,DEV_003,35,48,64,9
DEV_003_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_003,2,94,87,65
DEV_003_2024-11-23 13:00:00,2024-11-23 13:00:00,DEV_003,78,94,28,91
DEV_003_2024-11-23 14:00:00,2024-11-23 14:00:00,DEV_003,89,43,93,58
DEV_003_2024-11-23 15:00:00,2024-11-23 15:00:00,DEV_003,86,38,68,80
DEV_003_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_003,7,92,6,40
DEV_003_2024-11-23 17:00:00,2024-11-23 17:00:00,DEV_003,55,80,98,87
DEV_003_2024-11-23 18:00:00,2024-11-23 18:00:00,DEV_003,86,60,20,44
DEV_003_2024-11-23 19:00:00,2024-11-23 19:00:00,DEV_003,79,45,62,8
DEV_003_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_003,36,52,73,92
DEV_003_2024-11-23 21:00:00,2024-11-23 21:00:00,DEV_003,41,84,34,55
DEV_003_2024-11-23 22:00:00,2024-11-23 22:00:00,DEV_003,14,78,93,96
DEV_003_2024-11-23 23:00:00,2024-11-23 23:00:00,DEV_003,79,67,88,59
DEV_003_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_003,26,86,83,74
DEV_003_2024-11-24 01:00:00,2024-11-24 01:00:00,DEV_003,34,66,87,7
DEV_003_2024-11-24 02:00:00,2024-11-24 02:00:00,DEV_003,63,42,25,15
DEV_003_2024-11-24 03:00:00,2024-11-24 03:00:00,DEV_003,97,5,20,4
DEV_003_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_003,38,65,9,16
DEV_003_2024-11-24 05:00:00,2024-11-24 05:00:00,DEV_003,75,3,36,48
DEV_003_2024-11-24 06:00:00,2024-11-24 06:00:00,DEV_003,17,9,61,66
DEV_003_2024-11-24 07:00:00,2024-11-24 07:00:00,DEV_003,70,37,53,68
DEV_003_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_003,41,23,48,12
DEV_003_2024-11-24 09:00:00,2024-11-24 09:00:00,DEV_003,69,61,92,67
DEV_003_2024-11-24 10:00:00,2024-11-24 10:00:00,DEV_003,66,9,86,35
DEV_003_2024-11-24 11:00:00,2024-11-24 11:00:00,DEV_003,40,21,79,35
DEV_003_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_003,64,24,23,70
DEV_003_2024-11-24 13:00:00,2024-11-24 13:00:00,DEV_003,51,85,70,16
DEV_003_2024-11-24 14:00:00,2024-11-24 14:00:00,DEV_003,26,77,72,89
DEV_003_2024-11-24 15:00:00,2024-11-24 15:00:00,DEV_003,56,10,13,27
DEV_003_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_003,76,21,9,56
DEV_003_2024-11-24 17:00:00,2024-11-24 17:00:00,DEV_003,99,31,60,93
DEV_003_2024-11-24 18:00:00,2024-11-24 18:00:00,DEV_003,99,66,74,69
DEV_003_2024-11-24 19:00:00,2024-11-24 19:00:00,DEV_003,67,53,37,99
DEV_003_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_003,28,13,20,64
DEV_003_2024-11-24 21:00:00,2024-11-24 21:00:00,DEV_003,45,31,58,18
DEV_003_2024-11-24 22:00:00,2024-11-24 22:00:00,DEV_003,5,42,7,53
DEV_003_2024-11-24 23:00:00,2024-11-24 23:00:00,DEV_003,26,46,37,20
DEV_003_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_003,67,19,93,7
DEV_003_2024-11-25 01:00:00,2024-11-25 01:00:00,DEV_003,5,50,98,86
DEV_003_2024-11-25 02:00:00,2024-11-25 02:00:00,DEV_003,5,54,52,48
DEV_003_2024-11-25 03:00:00,2024-11-25 03:00:00,DEV_003,82,25,75,29
DEV_003_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_003,82,91,35,16
DEV_003_2024-11-25 05:00:00,2024-11-25 05:00:00,DEV_003,19,79,31,11
DEV_003_2024-11-25 06:00:00,2024-11-25 06:00:00,DEV_003,82,32,65,59
DEV_003_2024-11-25 07:00:00,2024-11-25 07:00:00,DEV_003,10,77,3,85
DEV_003_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_003,39,91,49,57
DEV_003_2024-11-25 09:00:00,2024-11-25 09:00:00,DEV_003,21,54,63,7
DEV_003_2024-11-25 10:00:00,2024-11-25 10:00:00,DEV_003,78,51,66,56
DEV_003_2024-11-25 11:00:00,2024-11-25 11:00:00,DEV_003,73,58,88,96
DEV_003_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_003,34,38,26,55
DEV_003_2024-11-25 13:00:00,2024-11-25 13:00:00,DEV_003,85,21,37,98
DEV_003_2024-11-25 14:00:00,2024-11-25 14:00:00,DEV_003,78,86,67,89
DEV_003_2024-11-25 15:00:00,2024-11-25 15:00:00,DEV_003,69,35,28,75
DEV_003_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_003,73,35,64,86
DEV_003_2024-11-25 17:00:00,2024-11-25 17:00:00,DEV_003,8,11,18,29
DEV_003_2024-11-25 18:00:00,2024-11-25 18:00:00,DEV_003,36,10,7,17
DEV_003_2024-11-25 19:00:00,2024-11-25 19:00:00,DEV_003,51,17,46,6
DEV_003_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_003,94,30,22,63
DEV_003_2024-11-25 21:00:00,2024-11-25 21:00:00,DEV_003,23,13,99,71
DEV_003_2024-11-25 22:00:00,2024-11-25 22:00:00,DEV_003,22,87,93,48
DEV_003_2024-11-25 23:00:00,2024-11-25 23:00:00,DEV_003,66,3,98,49
DEV_003_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_003,43,17,41,43
DEV_003_2024-11-26 01:00:00,2024-11-26 01:00:00,DEV_003,21,22,5,16
DEV_003_2024-11-26 02:00:00,2024-11-26 02:00:00,DEV_003,40,70,18,79
DEV_003_2024-11-26 03:00:00,2024-11-26 03:00:00,DEV_003,92,42,48,88
DEV_003_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_003,59,36,96,2
DEV_003_2024-11-26 05:00:00,2024-11-26 05:00:00,DEV_003,97,62,75,5
DEV_003_2024-11-26 06:00:00,2024-11-26 06:00:00,DEV_003,62,6,20,71
DEV_003_2024-11-26 07:00:00,2024-11-26 07:00:00,DEV_003,67,83,31,83
DEV_003_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_003,95,14,76,47
DEV_003_2024-11-26 09:00:00,2024-11-26 09:00:00,DEV_003,76,62,14,72
DEV_003_2024-11-26 10:00:00,2024-11-26 10:00:00,DEV_003,31,93,58,50
DEV_003_2024-11-26 11:00:00,2024-11-26 11:00:00,DEV_003,81,6,34,2
DEV_003_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_003,46,22,36,24
DEV_003_2024-11-26 13:00:00,2024-11-26 13:00:00,DEV_003,12,10,50,46
DEV_003_2024-11-26 14:00:00,2024-11-26 14:00:00,DEV_003,64,84,65,1
DEV_003_2024-11-26 15:00:00,2024-11-26 15:00:00,DEV_003,33,84,84,97
DEV_003_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_003,40,49,28,87
DEV_003_2024-11-26 17:00:00,2024-11-26 17:00:00,DEV_003,49,27,75,45
DEV_003_2024-11-26 18:00:00,2024-11-26 18:00:00,DEV_003,60,97,24,95
DEV_003_2024-11-26 19:00:00,2024-11-26 19:00:00,DEV_003,1,71,51,72
DEV_003_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_003,18,36,25,51
DEV_003_2024-11-26 21:00:00,2024-11-26 21:00:00,DEV_003,46,20,80,31
DEV_003_2024-11-26 22:00:00,2024-11-26 22:00:00,DEV_003,2,56,44,14
DEV_003_2024-11-26 23:00:00,2024-11-26 23:00:00,DEV_003,10,51,29,26
DEV_003_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_003,14,41,53,49
DEV_003_2024-11-27 01:00:00,2024-11-27 01:00:00,DEV_003,86,18,3,14
DEV_003_2024-11-27 02:00:00,2024-11-27 02:00:00,DEV_003,79,27,84,64
DEV_003_2024-11-27 03:00:00,2024-11-27 03:00:00,DEV_003,44,48,3,89
DEV_003_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_003,11,41,56,47
DEV_003_2024-11-27 05:00:00,2024-11-27 05:00:00,DEV_003,77,37,5,88
DEV_003_2024-11-27 06:00:00,2024-11-27 06:00:00,DEV_003,41,13,79,57
DEV_003_2024-11-27 07:00:00,2024-11-27 07:00:00,DEV_003,20,60,5,85
DEV_003_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_003,98,95,23,32
DEV_003_2024-11-27 09:00:00,2024-11-27 09:00:00,DEV_003,83,50,19,3
DEV_003_2024-11-27 10:00:00,2024-11-27 10:00:00,DEV_003,4,18,18,48
DEV_003_2024-11-27 11:00:00,2024-11-27 11:00:00,DEV_003,59,65,87,7
DEV_003_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_003,83,6,42,31
DEV_003_2024-11-27 13:00:00,2024-11-27 13:00:00,DEV_003,10,36,81,46
DEV_003_2024-11-27 14:00:00,2024-11-27 14:00:00,DEV_003,70,36,66,55
DEV_003_2024-11-27 15:00:00,2024-11-27 15:00:00,DEV_003,10,40,26,81
DEV_003_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_003,61,85,21,35
